Datetime,FB
2018-03-21 19:30:00,169.49000549316406
2018-03-22 13:30:00,167.6199951171875
2018-03-22 14:30:00,166.33999633789062
2018-03-22 15:30:00,165.39019775390625
2018-03-22 16:30:00,166.22999572753906
2018-03-22 17:30:00,166.3300018310547
2018-03-22 18:30:00,166.2769012451172
2018-03-22 19:30:00,164.89999389648438
2018-03-23 13:30:00,164.39999389648438
2018-03-23 14:30:00,164.52999877929688
2018-03-23 15:30:00,163.75
2018-03-23 16:30:00,162.8800048828125
2018-03-23 17:30:00,161.84829711914062
2018-03-23 18:30:00,160.2100067138672
2018-03-23 19:30:00,159.38999938964844
2018-03-26 13:30:00,154.26499938964844
2018-03-26 14:30:00,152.4499969482422
2018-03-26 15:30:00,156.27000427246094
2018-03-26 16:30:00,156.00999450683594
2018-03-26 17:30:00,156.99000549316406
2018-03-26 18:30:00,155.82000732421875
2018-03-26 19:30:00,160.05999755859375
2018-03-27 13:30:00,161.22999572753906
2018-03-27 14:30:00,157.8800048828125
2018-03-27 15:30:00,155.5261993408203
2018-03-27 16:30:00,155.77000427246094
2018-03-27 17:30:00,153.87710571289062
2018-03-27 18:30:00,151.8800048828125
2018-03-27 19:30:00,152.22000122070312
2018-03-28 13:30:00,153.2100067138672
2018-03-28 14:30:00,151.02000427246094
2018-03-28 15:30:00,153.91619873046875
2018-03-28 16:30:00,154.67999267578125
2018-03-28 17:30:00,153.3000030517578
2018-03-28 18:30:00,153.4698944091797
2018-03-28 19:30:00,153.02999877929688
2018-03-29 13:30:00,157.69500732421875
2018-03-29 14:30:00,159.88999938964844
2018-03-29 15:30:00,159.63999938964844
2018-03-29 16:30:00,158.86000061035156
2018-03-29 17:30:00,160.14999389648438
2018-03-29 18:30:00,160.0399932861328
2018-03-29 19:30:00,159.8000030517578
2018-04-02 13:30:00,156.33999633789062
2018-04-02 14:30:00,155.94000244140625
2018-04-02 15:30:00,156.3383026123047
2018-04-02 16:30:00,155.10000610351562
