Datetime,AMZN
2017-12-20 14:30:00,1181.529052734375
2017-12-20 15:30:00,1178.5
2017-12-20 16:30:00,1181.550048828125
2017-12-20 17:30:00,1181.4200439453125
2017-12-20 18:30:00,1180.22998046875
2017-12-20 19:30:00,1177.6510009765625
2017-12-20 20:30:00,1177.239990234375
2017-12-21 14:30:00,1170.969970703125
2017-12-21 15:30:00,1173.280029296875
2017-12-21 16:30:00,1176.1199951171875
2017-12-21 17:30:00,1178.4520263671875
2017-12-21 18:30:00,1174.989990234375
2017-12-21 19:30:00,1174.1600341796875
2017-12-21 20:30:00,1174.760009765625
2017-12-22 14:30:00,1170.4300537109375
2017-12-22 15:30:00,1170.06005859375
2017-12-22 16:30:00,1170.0
2017-12-22 17:30:00,1169.916015625
2017-12-22 18:30:00,1170.6500244140625
2017-12-22 19:30:00,1169.0799560546875
2017-12-22 20:30:00,1168.22998046875
2017-12-26 14:30:00,1166.760009765625
2017-12-26 15:30:00,1168.260009765625
2017-12-26 16:30:00,1174.6099853515625
2017-12-26 17:30:00,1176.47998046875
2017-12-26 18:30:00,1177.6396484375
2017-12-26 19:30:00,1175.6800537109375
2017-12-26 20:30:00,1176.989990234375
2017-12-27 14:30:00,1186.763427734375
2017-12-27 15:30:00,1183.1409912109375
2017-12-27 16:30:00,1183.4415283203125
2017-12-27 17:30:00,1182.1500244140625
2017-12-27 18:30:00,1182.5152587890625
2017-12-27 19:30:00,1181.06005859375
2017-12-27 20:30:00,1182.2900390625
2017-12-28 14:30:00,1184.75
2017-12-28 15:30:00,1185.8900146484375
2017-12-28 16:30:00,1185.989990234375
2017-12-28 17:30:00,1185.75
2017-12-28 18:30:00,1185.75
2017-12-28 19:30:00,1185.97998046875
2017-12-28 20:30:00,1185.97998046875
2017-12-29 14:30:00,1181.4000244140625
2017-12-29 15:30:00,1178.8199462890625
2017-12-29 16:30:00,1178.5
2017-12-29 17:30:00,1175.866455078125
2017-12-29 18:30:00,1173.5999755859375
2017-12-29 19:30:00,1171.7900390625
2017-12-29 20:30:00,1169.5400390625
2018-01-02 14:30:00,1184.0400390625
2018-01-02 15:30:00,1183.97998046875
2018-01-02 16:30:00,1187.4599609375
2018-01-02 17:30:00,1187.9300537109375
2018-01-02 18:30:00,1188.175048828125
2018-01-02 19:30:00,1189.219970703125
2018-01-02 20:30:00,1188.8900146484375
2018-01-03 14:30:00,1197.0250244140625
2018-01-03 15:30:00,1198.8299560546875
2018-01-03 16:30:00,1200.5899658203125
2018-01-03 17:30:00,1203.6099853515625
2018-01-03 18:30:00,1203.3714599609375
2018-01-03 19:30:00,1203.8104248046875
2018-01-03 20:30:00,1202.949951171875
2018-01-04 14:30:00,1213.199951171875
2018-01-04 15:30:00,1207.0
2018-01-04 16:30:00,1208.02001953125
2018-01-04 17:30:00,1206.5286865234375
2018-01-04 18:30:00,1207.93994140625
2018-01-04 19:30:00,1209.72998046875
2018-01-04 20:30:00,1209.68994140625
2018-01-05 14:30:00,1217.199951171875
2018-01-05 15:30:00,1217.739990234375
2018-01-05 16:30:00,1220.0400390625
2018-01-05 17:30:00,1221.5999755859375
2018-01-05 18:30:00,1226.0400390625
2018-01-05 19:30:00,1223.8499755859375
2018-01-05 20:30:00,1229.0699462890625
2018-01-08 14:30:00,1245.0150146484375
2018-01-08 15:30:00,1246.6099853515625
2018-01-08 16:30:00,1244.8499755859375
2018-01-08 17:30:00,1244.300048828125
2018-01-08 18:30:00,1244.989990234375
2018-01-08 19:30:00,1244.0
2018-01-08 20:30:00,1245.760009765625
2018-01-09 14:30:00,1249.1800537109375
2018-01-09 15:30:00,1246.699951171875
2018-01-09 16:30:00,1246.5999755859375
2018-01-09 17:30:00,1251.550048828125
2018-01-09 18:30:00,1252.52001953125
2018-01-09 19:30:00,1250.550048828125
2018-01-09 20:30:00,1253.1199951171875
2018-01-10 14:30:00,1243.2900390625
2018-01-10 15:30:00,1249.760009765625
2018-01-10 16:30:00,1247.550048828125
2018-01-10 17:30:00,1248.300048828125
2018-01-10 18:30:00,1248.0799560546875
2018-01-10 19:30:00,1249.550048828125
2018-01-10 20:30:00,1254.1700439453125
2018-01-11 14:30:00,1260.4000244140625
2018-01-11 15:30:00,1260.864990234375
2018-01-11 16:30:00,1266.050048828125
2018-01-11 17:30:00,1268.489990234375
2018-01-11 18:30:00,1269.5999755859375
2018-01-11 19:30:00,1272.9599609375
2018-01-11 20:30:00,1276.7099609375
2018-01-12 14:30:00,1297.1700439453125
2018-01-12 15:30:00,1299.6700439453125
2018-01-12 16:30:00,1299.6300048828125
2018-01-12 17:30:00,1304.6700439453125
2018-01-12 18:30:00,1304.0970458984375
2018-01-12 19:30:00,1303.010009765625
2018-01-12 20:30:00,1305.1600341796875
2018-01-16 14:30:00,1330.196044921875
2018-01-16 15:30:00,1328.8294677734375
2018-01-16 16:30:00,1320.0699462890625
2018-01-16 17:30:00,1317.260009765625
2018-01-16 18:30:00,1299.2059326171875
2018-01-16 19:30:00,1309.8699951171875
2018-01-16 20:30:00,1304.9200439453125
2018-01-17 14:30:00,1289.800048828125
2018-01-17 15:30:00,1291.969970703125
2018-01-17 16:30:00,1292.1009521484375
2018-01-17 17:30:00,1297.489990234375
2018-01-17 18:30:00,1296.248046875
2018-01-17 19:30:00,1295.5799560546875
2018-01-17 20:30:00,1294.989990234375
2018-01-18 14:30:00,1290.237548828125
2018-01-18 15:30:00,1299.387939453125
2018-01-18 16:30:00,1302.800048828125
2018-01-18 17:30:00,1297.6551513671875
2018-01-18 18:30:00,1298.68994140625
2018-01-18 19:30:00,1295.5733642578125
2018-01-18 20:30:00,1293.050048828125
2018-01-19 14:30:00,1300.5899658203125
2018-01-19 15:30:00,1297.3800048828125
2018-01-19 16:30:00,1296.35400390625
2018-01-19 17:30:00,1296.6099853515625
2018-01-19 18:30:00,1299.56005859375
2018-01-19 19:30:00,1296.0091552734375
2018-01-19 20:30:00,1294.56005859375
2018-01-22 14:30:00,1309.27001953125
2018-01-22 15:30:00,1314.0
2018-01-22 16:30:00,1316.383544921875
2018-01-22 17:30:00,1318.4400634765625
2018-01-22 18:30:00,1316.4000244140625
2018-01-22 19:30:00,1323.1700439453125
2018-01-22 20:30:00,1327.449951171875
