Datetime,COST
2017-12-07 17:30:00,187.08999633789062
2017-12-07 18:30:00,186.9600067138672
2017-12-07 19:30:00,186.5
2017-12-07 20:30:00,186.1999969482422
2017-12-08 14:30:00,187.6300048828125
2017-12-08 15:30:00,188.05630493164062
2017-12-08 16:30:00,188.33999633789062
2017-12-08 17:30:00,188.24000549316406
2017-12-08 18:30:00,187.9199981689453
2017-12-08 19:30:00,187.77000427246094
2017-12-08 20:30:00,188.00999450683594
2017-12-11 14:30:00,187.63499450683594
2017-12-11 15:30:00,187.82000732421875
2017-12-11 16:30:00,187.94000244140625
2017-12-11 17:30:00,188.32000732421875
2017-12-11 18:30:00,188.32000732421875
2017-12-11 19:30:00,188.36000061035156
2017-12-11 20:30:00,188.82000732421875
2017-12-12 14:30:00,187.91000366210938
2017-12-12 15:30:00,187.9600067138672
2017-12-12 16:30:00,187.74000549316406
2017-12-12 17:30:00,187.86000061035156
2017-12-12 18:30:00,187.25
2017-12-12 19:30:00,187.85000610351562
2017-12-12 20:30:00,188.42999267578125
2017-12-13 14:30:00,189.9199981689453
2017-12-13 15:30:00,188.8000030517578
2017-12-13 16:30:00,188.14999389648438
2017-12-13 17:30:00,188.22500610351562
2017-12-13 18:30:00,188.77999877929688
2017-12-13 19:30:00,188.19000244140625
2017-12-13 20:30:00,188.32000732421875
2017-12-14 14:30:00,188.72999572753906
2017-12-14 15:30:00,188.1999969482422
2017-12-14 16:30:00,187.91000366210938
2017-12-14 17:30:00,187.57000732421875
2017-12-14 18:30:00,186.23150634765625
2017-12-14 19:30:00,186.75999450683594
2017-12-14 20:30:00,186.52999877929688
2017-12-15 14:30:00,194.6300048828125
2017-12-15 15:30:00,193.6300048828125
2017-12-15 16:30:00,193.49000549316406
2017-12-15 17:30:00,193.19000244140625
2017-12-15 18:30:00,192.9949951171875
2017-12-15 19:30:00,193.11000061035156
2017-12-15 20:30:00,192.6999969482422
2017-12-18 14:30:00,193.16000366210938
2017-12-18 15:30:00,193.6999969482422
2017-12-18 16:30:00,194.139404296875
2017-12-18 17:30:00,193.1300048828125
2017-12-18 18:30:00,193.07000732421875
2017-12-18 19:30:00,192.9499969482422
2017-12-18 20:30:00,192.4600067138672
2017-12-19 14:30:00,189.75
2017-12-19 15:30:00,189.6300048828125
2017-12-19 16:30:00,189.25
2017-12-19 17:30:00,189.27000427246094
2017-12-19 18:30:00,188.5800018310547
2017-12-19 19:30:00,188.5500030517578
2017-12-19 20:30:00,188.33999633789062
2017-12-20 14:30:00,187.10000610351562
2017-12-20 15:30:00,185.80999755859375
2017-12-20 16:30:00,185.9199981689453
2017-12-20 17:30:00,186.08999633789062
2017-12-20 18:30:00,186.69000244140625
2017-12-20 19:30:00,187.3699951171875
2017-12-20 20:30:00,187.54100036621094
2017-12-21 14:30:00,187.94000244140625
2017-12-21 15:30:00,187.74000549316406
2017-12-21 16:30:00,187.08999633789062
2017-12-21 17:30:00,187.5399932861328
2017-12-21 18:30:00,187.3300018310547
2017-12-21 19:30:00,186.97000122070312
2017-12-21 20:30:00,186.89999389648438
2017-12-22 14:30:00,186.88999938964844
2017-12-22 15:30:00,186.4846954345703
2017-12-22 16:30:00,186.52999877929688
2017-12-22 17:30:00,186.44000244140625
2017-12-22 18:30:00,186.6699981689453
2017-12-22 19:30:00,186.64999389648438
2017-12-22 20:30:00,186.62899780273438
2017-12-26 14:30:00,186.58999633789062
2017-12-26 15:30:00,186.77999877929688
2017-12-26 16:30:00,186.77000427246094
2017-12-26 17:30:00,187.0124053955078
2017-12-26 18:30:00,186.66000366210938
2017-12-26 19:30:00,186.55999755859375
2017-12-26 20:30:00,186.55999755859375
2017-12-27 14:30:00,186.3800048828125
2017-12-27 15:30:00,186.13999938964844
2017-12-27 16:30:00,186.0399932861328
2017-12-27 17:30:00,186.00999450683594
2017-12-27 18:30:00,186.39999389648438
2017-12-27 19:30:00,186.11000061035156
2017-12-27 20:30:00,186.27000427246094
2017-12-28 14:30:00,186.49000549316406
2017-12-28 15:30:00,186.61000061035156
2017-12-28 16:30:00,186.66900634765625
2017-12-28 17:30:00,186.56500244140625
2017-12-28 18:30:00,186.33999633789062
2017-12-28 19:30:00,186.66000366210938
2017-12-28 20:30:00,186.60000610351562
2017-12-29 14:30:00,187.19000244140625
2017-12-29 15:30:00,186.80999755859375
2017-12-29 16:30:00,187.44000244140625
2017-12-29 17:30:00,187.0399932861328
2017-12-29 18:30:00,186.65899658203125
2017-12-29 19:30:00,186.92999267578125
2017-12-29 20:30:00,186.2100067138672
2018-01-02 14:30:00,189.07000732421875
2018-01-02 15:30:00,188.97000122070312
2018-01-02 16:30:00,188.92999267578125
2018-01-02 17:30:00,188.92999267578125
2018-01-02 18:30:00,188.41000366210938
2018-01-02 19:30:00,188.55999755859375
2018-01-02 20:30:00,188.36000061035156
2018-01-03 14:30:00,189.9199981689453
2018-01-03 15:30:00,190.9499969482422
2018-01-03 16:30:00,191.4499969482422
2018-01-03 17:30:00,191.57000732421875
2018-01-03 18:30:00,190.72999572753906
2018-01-03 19:30:00,190.85000610351562
2018-01-03 20:30:00,190.61000061035156
2018-01-04 14:30:00,187.9499969482422
2018-01-04 15:30:00,189.0402069091797
2018-01-04 16:30:00,189.25999450683594
2018-01-04 17:30:00,189.2899932861328
2018-01-04 18:30:00,188.71499633789062
2018-01-04 19:30:00,189.36000061035156
2018-01-04 20:30:00,189.11000061035156
2018-01-05 14:30:00,188.29660034179688
2018-01-05 15:30:00,187.94000244140625
2018-01-05 16:30:00,187.35000610351562
2018-01-05 17:30:00,187.11000061035156
2018-01-05 18:30:00,187.24000549316406
2018-01-05 19:30:00,187.25999450683594
2018-01-05 20:30:00,187.67999267578125
2018-01-08 14:30:00,187.9250030517578
2018-01-08 15:30:00,188.09979248046875
2018-01-08 16:30:00,188.2949981689453
2018-01-08 17:30:00,188.9149932861328
2018-01-08 18:30:00,188.63999938964844
2018-01-08 19:30:00,188.11000061035156
2018-01-08 20:30:00,188.4199981689453
2018-01-09 14:30:00,188.24000549316406
2018-01-09 15:30:00,187.88999938964844
2018-01-09 16:30:00,187.0644989013672
2018-01-09 17:30:00,187.11000061035156
2018-01-09 18:30:00,186.60000610351562
2018-01-09 19:30:00,186.47999572753906
2018-01-09 20:30:00,186.30999755859375
2018-01-10 14:30:00,184.67999267578125
2018-01-10 15:30:00,185.74879455566406
2018-01-10 16:30:00,185.61000061035156
2018-01-10 17:30:00,185.4071044921875
2018-01-10 18:30:00,185.07000732421875
2018-01-10 19:30:00,185.35000610351562
2018-01-10 20:30:00,185.35000610351562
2018-01-11 14:30:00,185.1199951171875
2018-01-11 15:30:00,185.39999389648438
2018-01-11 16:30:00,185.40499877929688
2018-01-11 17:30:00,189.08999633789062
2018-01-11 18:30:00,188.57000732421875
2018-01-11 19:30:00,188.96249389648438
2018-01-11 20:30:00,189.35000610351562
2018-01-12 14:30:00,191.6699981689453
2018-01-12 15:30:00,191.64990234375
2018-01-12 16:30:00,191.27999877929688
2018-01-12 17:30:00,191.0800018310547
2018-01-12 18:30:00,191.44000244140625
2018-01-12 19:30:00,191.8000030517578
2018-01-12 20:30:00,191.7899932861328
2018-01-16 14:30:00,191.57350158691406
2018-01-16 15:30:00,191.77000427246094
2018-01-16 16:30:00,191.8699951171875
2018-01-16 17:30:00,192.0
2018-01-16 18:30:00,191.3751983642578
2018-01-16 19:30:00,191.55999755859375
2018-01-16 20:30:00,191.55999755859375
2018-01-17 14:30:00,191.72999572753906
2018-01-17 15:30:00,192.0500030517578
2018-01-17 16:30:00,192.08999633789062
2018-01-17 17:30:00,192.0850067138672
2018-01-17 18:30:00,192.39999389648438
2018-01-17 19:30:00,191.94000244140625
2018-01-17 20:30:00,192.3000030517578
2018-01-18 14:30:00,191.89529418945312
2018-01-18 15:30:00,191.60000610351562
2018-01-18 16:30:00,191.97999572753906
2018-01-18 17:30:00,192.00999450683594
2018-01-18 18:30:00,191.9344940185547
2018-01-18 19:30:00,191.66000366210938
2018-01-18 20:30:00,191.52999877929688
2018-01-19 14:30:00,191.99000549316406
2018-01-19 15:30:00,191.88999938964844
2018-01-19 16:30:00,191.5399932861328
2018-01-19 17:30:00,192.36000061035156
2018-01-19 18:30:00,192.25
2018-01-19 19:30:00,192.52999877929688
2018-01-19 20:30:00,192.3000030517578
2018-01-22 14:30:00,194.5399932861328
2018-01-22 15:30:00,193.5399932861328
2018-01-22 16:30:00,193.77499389648438
2018-01-22 17:30:00,193.64999389648438
2018-01-22 18:30:00,193.85499572753906
2018-01-22 19:30:00,194.27999877929688
2018-01-22 20:30:00,194.3699951171875
2018-01-23 14:30:00,192.8699951171875
2018-01-23 15:30:00,193.0500030517578
2018-01-23 16:30:00,193.44000244140625
2018-01-23 17:30:00,193.38999938964844
2018-01-23 18:30:00,193.7899932861328
2018-01-23 19:30:00,193.85499572753906
2018-01-23 20:30:00,193.49000549316406
2018-01-24 14:30:00,194.02999877929688
2018-01-24 15:30:00,193.9199981689453
2018-01-24 16:30:00,192.39999389648438
2018-01-24 17:30:00,193.11000061035156
2018-01-24 18:30:00,194.35000610351562
2018-01-24 19:30:00,194.72999572753906
2018-01-24 20:30:00,194.24000549316406
2018-01-25 14:30:00,195.63999938964844
2018-01-25 15:30:00,197.0449981689453
2018-01-25 16:30:00,198.11000061035156
2018-01-25 17:30:00,197.97999572753906
2018-01-25 18:30:00,197.5800018310547
2018-01-25 19:30:00,197.7899932861328
2018-01-25 20:30:00,197.97000122070312
2018-01-26 14:30:00,196.86000061035156
2018-01-26 15:30:00,198.10000610351562
2018-01-26 16:30:00,197.92999267578125
2018-01-26 17:30:00,198.08999633789062
2018-01-26 18:30:00,197.9149932861328
2018-01-26 19:30:00,198.9010009765625
2018-01-26 20:30:00,198.91000366210938
2018-01-29 14:30:00,197.86000061035156
2018-01-29 15:30:00,198.3699951171875
2018-01-29 16:30:00,198.64999389648438
2018-01-29 17:30:00,199.0500030517578
2018-01-29 18:30:00,198.9259033203125
2018-01-29 19:30:00,198.8699951171875
2018-01-29 20:30:00,198.3699951171875
2018-01-30 14:30:00,196.88999938964844
2018-01-30 15:30:00,198.07000732421875
2018-01-30 16:30:00,197.44500732421875
2018-01-30 17:30:00,197.17999267578125
2018-01-30 18:30:00,198.0366973876953
2018-01-30 19:30:00,198.57000732421875
2018-01-30 20:30:00,197.9499969482422
2018-01-31 14:30:00,197.17120361328125
2018-01-31 15:30:00,196.8000030517578
2018-01-31 16:30:00,196.82000732421875
2018-01-31 17:30:00,196.69000244140625
2018-01-31 18:30:00,195.5
2018-01-31 19:30:00,195.3699951171875
2018-01-31 20:30:00,194.72999572753906
2018-02-01 14:30:00,194.30999755859375
2018-02-01 15:30:00,194.36459350585938
2018-02-01 16:30:00,194.75999450683594
2018-02-01 17:30:00,195.13999938964844
2018-02-01 18:30:00,194.82000732421875
2018-02-01 19:30:00,194.1699981689453
2018-02-01 20:30:00,193.49000549316406
2018-02-02 14:30:00,192.49000549316406
2018-02-02 15:30:00,191.83999633789062
2018-02-02 16:30:00,192.5128936767578
2018-02-02 17:30:00,192.92999267578125
2018-02-02 18:30:00,191.94000244140625
2018-02-02 19:30:00,191.7100067138672
2018-02-02 20:30:00,190.9600067138672
2018-02-05 14:30:00,190.42999267578125
2018-02-05 15:30:00,190.19000244140625
2018-02-05 16:30:00,189.3800048828125
2018-02-05 17:30:00,188.55999755859375
2018-02-05 18:30:00,187.85000610351562
2018-02-05 19:30:00,186.77000427246094
2018-02-05 20:30:00,182.74000549316406
2018-02-06 14:30:00,182.52999877929688
2018-02-06 15:30:00,181.92250061035156
2018-02-06 16:30:00,183.63999938964844
2018-02-06 17:30:00,182.74000549316406
2018-02-06 18:30:00,181.0706024169922
2018-02-06 19:30:00,184.1699981689453
2018-02-06 20:30:00,184.99000549316406
2018-02-07 14:30:00,184.64999389648438
2018-02-07 15:30:00,185.52000427246094
2018-02-07 16:30:00,185.0399932861328
2018-02-07 17:30:00,183.6999969482422
2018-02-07 18:30:00,184.4217987060547
2018-02-07 19:30:00,184.86000061035156
2018-02-07 20:30:00,183.18099975585938
2018-02-08 14:30:00,183.0
2018-02-08 15:30:00,182.3448028564453
2018-02-08 16:30:00,181.6999969482422
2018-02-08 17:30:00,181.4499969482422
2018-02-08 18:30:00,181.94000244140625
2018-02-08 19:30:00,181.5
2018-02-08 20:30:00,178.52999877929688
2018-02-09 14:30:00,179.91000366210938
2018-02-09 15:30:00,178.94000244140625
2018-02-09 16:30:00,177.47999572753906
2018-02-09 17:30:00,176.58999633789062
2018-02-09 18:30:00,179.11000061035156
2018-02-09 19:30:00,179.4499969482422
2018-02-09 20:30:00,180.7100067138672
2018-02-12 14:30:00,180.84800720214844
2018-02-12 15:30:00,181.75999450683594
2018-02-12 16:30:00,182.13999938964844
2018-02-12 17:30:00,181.21009826660156
2018-02-12 18:30:00,181.41000366210938
2018-02-12 19:30:00,181.7899932861328
2018-02-12 20:30:00,181.17999267578125
2018-02-13 14:30:00,181.6699981689453
2018-02-13 15:30:00,181.77000427246094
2018-02-13 16:30:00,182.73500061035156
2018-02-13 17:30:00,183.7624969482422
2018-02-13 18:30:00,183.89999389648438
2018-02-13 19:30:00,184.42999267578125
2018-02-13 20:30:00,184.1699981689453
2018-02-14 14:30:00,183.89999389648438
2018-02-14 15:30:00,185.24000549316406
2018-02-14 16:30:00,185.82000732421875
2018-02-14 17:30:00,186.66000366210938
2018-02-14 18:30:00,187.25469970703125
2018-02-14 19:30:00,187.50999450683594
2018-02-14 20:30:00,187.33999633789062
2018-02-15 14:30:00,189.41000366210938
2018-02-15 15:30:00,189.75
2018-02-15 16:30:00,190.35000610351562
2018-02-15 17:30:00,190.39999389648438
2018-02-15 18:30:00,191.2899932861328
2018-02-15 19:30:00,191.27000427246094
2018-02-15 20:30:00,191.5
2018-02-16 14:30:00,193.2100067138672
2018-02-16 15:30:00,193.52000427246094
2018-02-16 16:30:00,192.63999938964844
2018-02-16 17:30:00,191.5
2018-02-16 18:30:00,191.41000366210938
2018-02-16 19:30:00,192.2301025390625
2018-02-16 20:30:00,191.57000732421875
2018-02-20 14:30:00,188.91000366210938
2018-02-20 15:30:00,190.3800048828125
2018-02-20 16:30:00,191.1199951171875
2018-02-20 17:30:00,189.63999938964844
2018-02-20 18:30:00,188.6199951171875
2018-02-20 19:30:00,188.00999450683594
2018-02-20 20:30:00,188.11000061035156
2018-02-21 14:30:00,187.80999755859375
2018-02-21 15:30:00,187.10000610351562
2018-02-21 16:30:00,187.8000030517578
2018-02-21 17:30:00,187.5500030517578
2018-02-21 18:30:00,188.47999572753906
2018-02-21 19:30:00,187.29989624023438
2018-02-21 20:30:00,185.74000549316406
2018-02-22 14:30:00,187.1199951171875
2018-02-22 15:30:00,188.02000427246094
2018-02-22 16:30:00,188.1199951171875
2018-02-22 17:30:00,187.4499969482422
2018-02-22 18:30:00,187.72999572753906
2018-02-22 19:30:00,186.8948974609375
2018-02-22 20:30:00,186.60000610351562
2018-02-23 14:30:00,185.9499969482422
2018-02-23 15:30:00,187.60000610351562
2018-02-23 16:30:00,188.22000122070312
2018-02-23 17:30:00,187.63999938964844
2018-02-23 18:30:00,188.27450561523438
2018-02-23 19:30:00,189.33999633789062
2018-02-23 20:30:00,189.80499267578125
2018-02-26 14:30:00,190.51010131835938
2018-02-26 15:30:00,191.17999267578125
2018-02-26 16:30:00,191.75999450683594
2018-02-26 17:30:00,192.08999633789062
2018-02-26 18:30:00,191.92999267578125
2018-02-26 19:30:00,193.02499389648438
2018-02-26 20:30:00,192.86000061035156
2018-02-27 14:30:00,195.0364990234375
2018-02-27 15:30:00,193.11500549316406
2018-02-27 16:30:00,191.4499969482422
2018-02-27 17:30:00,191.45799255371094
2018-02-27 18:30:00,191.13499450683594
2018-02-27 19:30:00,190.88499450683594
2018-02-27 20:30:00,190.1300048828125
2018-02-28 14:30:00,192.24000549316406
2018-02-28 15:30:00,192.0
2018-02-28 16:30:00,192.0800018310547
2018-02-28 17:30:00,192.94000244140625
2018-02-28 18:30:00,193.48199462890625
2018-02-28 19:30:00,192.24000549316406
2018-02-28 20:30:00,190.91000366210938
2018-03-01 14:30:00,191.97000122070312
2018-03-01 15:30:00,191.4600067138672
2018-03-01 16:30:00,191.0500030517578
2018-03-01 17:30:00,189.82000732421875
2018-03-01 18:30:00,187.97999572753906
2018-03-01 19:30:00,188.5800018310547
2018-03-01 20:30:00,189.02000427246094
2018-03-02 14:30:00,188.6699981689453
2018-03-02 15:30:00,188.94000244140625
2018-03-02 16:30:00,190.11000061035156
2018-03-02 17:30:00,188.7899932861328
2018-03-02 18:30:00,189.6199951171875
2018-03-02 19:30:00,188.80999755859375
2018-03-02 20:30:00,189.27000427246094
2018-03-05 14:30:00,187.99000549316406
2018-03-05 15:30:00,189.6199951171875
2018-03-05 16:30:00,189.9949951171875
2018-03-05 17:30:00,190.9250030517578
2018-03-05 18:30:00,190.8249969482422
2018-03-05 19:30:00,191.0399932861328
2018-03-05 20:30:00,191.47000122070312
2018-03-06 14:30:00,191.2100067138672
2018-03-06 15:30:00,190.52000427246094
2018-03-06 16:30:00,190.5
2018-03-06 17:30:00,190.92999267578125
2018-03-06 18:30:00,191.14999389648438
2018-03-06 19:30:00,190.91000366210938
2018-03-06 20:30:00,191.42999267578125
2018-03-07 14:30:00,188.89999389648438
2018-03-07 15:30:00,189.05999755859375
2018-03-07 16:30:00,188.0800018310547
2018-03-07 17:30:00,187.33999633789062
2018-03-07 18:30:00,185.69000244140625
2018-03-07 19:30:00,186.64999389648438
2018-03-07 20:30:00,187.3300018310547
2018-03-08 14:30:00,184.6999969482422
2018-03-08 15:30:00,183.75
2018-03-08 16:30:00,184.3300018310547
2018-03-08 17:30:00,184.2899932861328
2018-03-08 18:30:00,183.96499633789062
2018-03-08 19:30:00,184.125
2018-03-08 20:30:00,185.6699981689453
2018-03-09 14:30:00,184.97000122070312
2018-03-09 15:30:00,186.35000610351562
2018-03-09 16:30:00,186.5800018310547
2018-03-09 17:30:00,187.29339599609375
2018-03-09 18:30:00,186.99000549316406
2018-03-09 19:30:00,187.5800018310547
2018-03-09 20:30:00,188.5399932861328
2018-03-12 13:30:00,189.57000732421875
2018-03-12 14:30:00,187.9499969482422
2018-03-12 15:30:00,189.11500549316406
2018-03-12 16:30:00,189.1999969482422
2018-03-12 17:30:00,188.86000061035156
2018-03-12 18:30:00,189.7899932861328
2018-03-12 19:30:00,189.3800048828125
2018-03-13 13:30:00,189.07179260253906
2018-03-13 14:30:00,189.356201171875
2018-03-13 15:30:00,188.86000061035156
2018-03-13 16:30:00,188.71339416503906
2018-03-13 17:30:00,187.83999633789062
2018-03-13 18:30:00,187.22999572753906
2018-03-13 19:30:00,187.47000122070312
2018-03-14 13:30:00,185.8800048828125
2018-03-14 14:30:00,185.24000549316406
2018-03-14 15:30:00,183.9499969482422
2018-03-14 16:30:00,184.27499389648438
2018-03-14 17:30:00,184.2899932861328
2018-03-14 18:30:00,184.14999389648438
2018-03-14 19:30:00,184.6199951171875
2018-03-15 13:30:00,185.10989379882812
2018-03-15 14:30:00,186.09910583496094
2018-03-15 15:30:00,186.22000122070312
2018-03-15 16:30:00,185.52999877929688
2018-03-15 17:30:00,184.58999633789062
2018-03-15 18:30:00,185.07749938964844
2018-03-15 19:30:00,185.4600067138672
2018-03-16 13:30:00,184.63999938964844
2018-03-16 14:30:00,185.30520629882812
2018-03-16 15:30:00,185.21499633789062
2018-03-16 16:30:00,185.27999877929688
2018-03-16 17:30:00,184.86000061035156
2018-03-16 18:30:00,185.25999450683594
2018-03-16 19:30:00,185.61000061035156
2018-03-19 13:30:00,184.64999389648438
2018-03-19 14:30:00,185.22999572753906
2018-03-19 15:30:00,184.6300048828125
2018-03-19 16:30:00,183.35000610351562
2018-03-19 17:30:00,183.33999633789062
2018-03-19 18:30:00,183.60000610351562
2018-03-19 19:30:00,184.1999969482422
2018-03-20 13:30:00,186.3000030517578
2018-03-20 14:30:00,186.11000061035156
2018-03-20 15:30:00,186.27999877929688
2018-03-20 16:30:00,186.41000366210938
2018-03-20 17:30:00,186.6300048828125
2018-03-20 18:30:00,187.3699951171875
2018-03-20 19:30:00,187.35000610351562
2018-03-21 13:30:00,187.55999755859375
2018-03-21 14:30:00,186.47000122070312
2018-03-21 15:30:00,186.97000122070312
2018-03-21 16:30:00,186.74000549316406
2018-03-21 17:30:00,187.19000244140625
2018-03-21 18:30:00,186.9600067138672
2018-03-21 19:30:00,186.05999755859375
2018-03-22 13:30:00,185.2100067138672
2018-03-22 14:30:00,184.30999755859375
2018-03-22 15:30:00,184.4499969482422
2018-03-22 16:30:00,184.75999450683594
2018-03-22 17:30:00,183.6300048828125
2018-03-22 18:30:00,183.25999450683594
2018-03-22 19:30:00,182.63999938964844
2018-03-23 13:30:00,183.6699981689453
2018-03-23 14:30:00,183.58999633789062
2018-03-23 15:30:00,182.5500030517578
2018-03-23 16:30:00,183.3000030517578
2018-03-23 17:30:00,182.97000122070312
2018-03-23 18:30:00,181.78500366210938
2018-03-23 19:30:00,180.83999633789062
2018-03-26 13:30:00,183.60000610351562
2018-03-26 14:30:00,182.74740600585938
2018-03-26 15:30:00,184.15440368652344
2018-03-26 16:30:00,184.8000030517578
2018-03-26 17:30:00,185.97999572753906
2018-03-26 18:30:00,187.1551971435547
2018-03-26 19:30:00,187.22000122070312
2018-03-27 13:30:00,186.0399932861328
