Datetime,PCLN
2017-12-28 19:30:00,1761.5
2017-12-28 20:30:00,1763.1400146484375
2017-12-29 14:30:00,1760.25
2017-12-29 15:30:00,1751.5
2017-12-29 16:30:00,1752.4000244140625
2017-12-29 17:30:00,1750.8599853515625
2017-12-29 18:30:00,1744.4400634765625
2017-12-29 19:30:00,1744.7601318359375
2017-12-29 20:30:00,1737.56005859375
2018-01-02 14:30:00,1773.989990234375
2018-01-02 15:30:00,1780.0999755859375
2018-01-02 16:30:00,1778.3800048828125
2018-01-02 17:30:00,1775.1700439453125
2018-01-02 18:30:00,1782.47998046875
2018-01-02 19:30:00,1788.0
2018-01-02 20:30:00,1785.760009765625
2018-01-03 14:30:00,1827.4573974609375
2018-01-03 15:30:00,1826.0
2018-01-03 16:30:00,1815.06005859375
2018-01-03 17:30:00,1817.68994140625
2018-01-03 18:30:00,1820.1724853515625
2018-01-03 19:30:00,1824.2001953125
2018-01-03 20:30:00,1824.1600341796875
2018-01-04 14:30:00,1826.864501953125
2018-01-04 15:30:00,1818.001953125
2018-01-04 16:30:00,1813.92626953125
2018-01-04 17:30:00,1812.1500244140625
2018-01-04 18:30:00,1803.3599853515625
2018-01-04 19:30:00,1805.31005859375
2018-01-04 20:30:00,1806.47998046875
2018-01-05 14:30:00,1811.239990234375
2018-01-05 15:30:00,1818.823486328125
2018-01-05 16:30:00,1821.9749755859375
2018-01-05 17:30:00,1818.52001953125
2018-01-05 18:30:00,1818.239990234375
2018-01-05 19:30:00,1816.4649658203125
2018-01-05 20:30:00,1822.510009765625
2018-01-08 14:30:00,1841.3699951171875
2018-01-08 15:30:00,1852.550048828125
2018-01-08 16:30:00,1864.8399658203125
2018-01-08 17:30:00,1861.02001953125
2018-01-08 18:30:00,1853.4000244140625
2018-01-08 19:30:00,1845.470458984375
2018-01-08 20:30:00,1853.2799072265625
2018-01-09 14:30:00,1869.25
2018-01-09 15:30:00,1868.3900146484375
2018-01-09 16:30:00,1866.1500244140625
2018-01-09 17:30:00,1866.280029296875
2018-01-09 18:30:00,1869.8399658203125
2018-01-09 19:30:00,1868.0
2018-01-09 20:30:00,1865.4200439453125
2018-01-10 14:30:00,1865.989990234375
2018-01-10 15:30:00,1866.72998046875
2018-01-10 16:30:00,1869.219970703125
2018-01-10 17:30:00,1866.85498046875
2018-01-10 18:30:00,1865.8260498046875
2018-01-10 19:30:00,1867.0
2018-01-10 20:30:00,1871.3599853515625
2018-01-11 14:30:00,1891.4100341796875
2018-01-11 15:30:00,1891.0699462890625
2018-01-11 16:30:00,1894.3299560546875
2018-01-11 17:30:00,1899.3148193359375
2018-01-11 18:30:00,1898.906005859375
2018-01-11 19:30:00,1894.0799560546875
2018-01-11 20:30:00,1893.18994140625
2018-01-12 14:30:00,1909.0899658203125
2018-01-12 15:30:00,1914.81005859375
2018-01-12 16:30:00,1911.56005859375
2018-01-12 17:30:00,1911.3599853515625
2018-01-12 18:30:00,1922.0
2018-01-12 19:30:00,1917.699951171875
2018-01-12 20:30:00,1919.6800537109375
2018-01-16 14:30:00,1944.699951171875
2018-01-16 15:30:00,1939.550048828125
2018-01-16 16:30:00,1939.300048828125
2018-01-16 17:30:00,1931.125
2018-01-16 18:30:00,1918.510009765625
2018-01-16 19:30:00,1925.8199462890625
2018-01-16 20:30:00,1920.8800048828125
2018-01-17 14:30:00,1924.949951171875
2018-01-17 15:30:00,1941.4200439453125
2018-01-17 16:30:00,1939.300048828125
2018-01-17 17:30:00,1944.5999755859375
2018-01-17 18:30:00,1955.969970703125
2018-01-17 19:30:00,1956.300048828125
2018-01-17 20:30:00,1950.5400390625
2018-01-18 14:30:00,1936.8599853515625
2018-01-18 15:30:00,1937.4300537109375
2018-01-18 16:30:00,1934.74755859375
2018-01-18 17:30:00,1936.719970703125
2018-01-18 18:30:00,1938.760009765625
2018-01-18 19:30:00,1930.8199462890625
2018-01-18 20:30:00,1926.75
2018-01-19 14:30:00,1912.6800537109375
2018-01-19 15:30:00,1906.4549560546875
2018-01-19 16:30:00,1906.7950439453125
2018-01-19 17:30:00,1904.5799560546875
2018-01-19 18:30:00,1912.550048828125
2018-01-19 19:30:00,1914.989990234375
2018-01-19 20:30:00,1908.489990234375
2018-01-22 14:30:00,1919.77001953125
2018-01-22 15:30:00,1916.675048828125
2018-01-22 16:30:00,1919.7099609375
2018-01-22 17:30:00,1918.2900390625
2018-01-22 18:30:00,1914.22998046875
2018-01-22 19:30:00,1913.8699951171875
2018-01-22 20:30:00,1916.1500244140625
2018-01-23 14:30:00,1937.4300537109375
2018-01-23 15:30:00,1945.550048828125
2018-01-23 16:30:00,1943.2750244140625
2018-01-23 17:30:00,1950.3399658203125
2018-01-23 18:30:00,1954.8699951171875
2018-01-23 19:30:00,1967.3299560546875
2018-01-23 20:30:00,1965.0
2018-01-24 14:30:00,1972.300048828125
2018-01-24 15:30:00,1961.0699462890625
2018-01-24 16:30:00,1948.489990234375
2018-01-24 17:30:00,1953.6300048828125
2018-01-24 18:30:00,1956.4200439453125
2018-01-24 19:30:00,1961.5400390625
2018-01-24 20:30:00,1957.1300048828125
2018-01-25 14:30:00,1962.614990234375
2018-01-25 15:30:00,1962.739990234375
2018-01-25 16:30:00,1960.0999755859375
2018-01-25 17:30:00,1956.364990234375
2018-01-25 18:30:00,1953.77001953125
2018-01-25 19:30:00,1950.3599853515625
2018-01-25 20:30:00,1949.2099609375
2018-01-26 14:30:00,1953.739990234375
2018-01-26 15:30:00,1952.6099853515625
2018-01-26 16:30:00,1952.02001953125
2018-01-26 17:30:00,1953.280029296875
2018-01-26 18:30:00,1950.199951171875
2018-01-26 19:30:00,1953.469970703125
2018-01-26 20:30:00,1947.0899658203125
2018-01-29 14:30:00,1939.97998046875
2018-01-29 15:30:00,1934.6500244140625
2018-01-29 16:30:00,1934.97998046875
2018-01-29 17:30:00,1941.72998046875
2018-01-29 18:30:00,1931.47998046875
2018-01-29 19:30:00,1928.1700439453125
2018-01-29 20:30:00,1928.5400390625
2018-01-30 14:30:00,1917.75
2018-01-30 15:30:00,1914.8050537109375
2018-01-30 16:30:00,1918.52001953125
2018-01-30 17:30:00,1913.154052734375
2018-01-30 18:30:00,1916.02001953125
2018-01-30 19:30:00,1914.8399658203125
2018-01-30 20:30:00,1920.9200439453125
2018-01-31 14:30:00,1917.5
2018-01-31 15:30:00,1897.8499755859375
2018-01-31 16:30:00,1903.02001953125
2018-01-31 17:30:00,1900.969970703125
2018-01-31 18:30:00,1905.3824462890625
2018-01-31 19:30:00,1912.030029296875
2018-01-31 20:30:00,1912.6800537109375
2018-02-01 14:30:00,1915.449951171875
2018-02-01 15:30:00,1923.0
