Datetime,EA
2018-05-01 17:30:00,119.08999633789062
2018-05-01 18:30:00,119.63999938964844
2018-05-01 19:30:00,119.80000305175781
2018-05-02 13:30:00,119.5
2018-05-02 14:30:00,119.04000091552734
2018-05-02 15:30:00,119.08999633789062
2018-05-02 16:30:00,119.2300033569336
2018-05-02 17:30:00,119.87999725341797
2018-05-02 18:30:00,119.44499969482422
2018-05-02 19:30:00,118.91000366210938
2018-05-03 13:30:00,119.1500015258789
2018-05-03 14:30:00,118.06999969482422
2018-05-03 15:30:00,118.4800033569336
2018-05-03 16:30:00,117.75
2018-05-03 17:30:00,115.68000030517578
2018-05-03 18:30:00,121.68000030517578
2018-05-03 19:30:00,120.18000030517578
2018-05-04 13:30:00,121.5
2018-05-04 14:30:00,123.02999877929688
2018-05-04 15:30:00,122.76000213623047
2018-05-04 16:30:00,122.95999908447266
2018-05-04 17:30:00,124.12999725341797
2018-05-04 18:30:00,123.7300033569336
2018-05-04 19:30:00,123.63899993896484
2018-05-07 13:30:00,124.33999633789062
2018-05-07 14:30:00,124.62000274658203
2018-05-07 15:30:00,124.11000061035156
2018-05-07 16:30:00,123.94000244140625
2018-05-07 17:30:00,124.12000274658203
2018-05-07 18:30:00,123.52999877929688
2018-05-07 19:30:00,123.91999816894531
2018-05-08 13:30:00,123.52999877929688
2018-05-08 14:30:00,123.625
2018-05-08 15:30:00,122.68000030517578
2018-05-08 16:30:00,123.13999938964844
2018-05-08 17:30:00,122.76000213623047
2018-05-08 18:30:00,122.5999984741211
2018-05-08 19:30:00,123.86000061035156
2018-05-09 13:30:00,128.14999389648438
2018-05-09 14:30:00,128.25999450683594
2018-05-09 15:30:00,131.25999450683594
2018-05-09 16:30:00,131.8800048828125
2018-05-09 17:30:00,131.0800018310547
2018-05-09 18:30:00,131.16000366210938
2018-05-09 19:30:00,131.0
2018-05-10 13:30:00,131.50010681152344
2018-05-10 14:30:00,130.63999938964844
2018-05-10 15:30:00,131.0
2018-05-10 16:30:00,132.5399932861328
2018-05-10 17:30:00,132.74510192871094
2018-05-10 18:30:00,132.58999633789062
2018-05-10 19:30:00,133.77999877929688
2018-05-11 13:30:00,133.97999572753906
2018-05-11 14:30:00,133.64999389648438
2018-05-11 15:30:00,133.08999633789062
2018-05-11 16:30:00,133.1199951171875
2018-05-11 17:30:00,132.9199981689453
2018-05-11 18:30:00,132.30999755859375
2018-05-11 19:30:00,132.8300018310547
2018-05-14 13:30:00,132.14999389648438
2018-05-14 14:30:00,130.9499969482422
2018-05-14 15:30:00,132.44500732421875
2018-05-14 16:30:00,132.0800018310547
2018-05-14 17:30:00,132.32000732421875
2018-05-14 18:30:00,131.99000549316406
2018-05-14 19:30:00,132.52000427246094
2018-05-15 13:30:00,130.33999633789062
2018-05-15 14:30:00,130.10000610351562
2018-05-15 15:30:00,130.0
2018-05-15 16:30:00,130.60499572753906
2018-05-15 17:30:00,130.0399932861328
2018-05-15 18:30:00,129.82000732421875
2018-05-15 19:30:00,130.10000610351562
2018-05-16 13:30:00,130.35000610351562
2018-05-16 14:30:00,130.30999755859375
2018-05-16 15:30:00,130.9499969482422
2018-05-16 16:30:00,130.47999572753906
2018-05-16 17:30:00,130.9199981689453
2018-05-16 18:30:00,130.9600067138672
2018-05-16 19:30:00,130.85000610351562
2018-05-17 13:30:00,131.47000122070312
2018-05-17 14:30:00,131.67999267578125
2018-05-17 15:30:00,131.1699981689453
2018-05-17 16:30:00,130.28500366210938
2018-05-17 17:30:00,130.16000366210938
2018-05-17 18:30:00,130.57000732421875
2018-05-17 19:30:00,130.82000732421875
2018-05-18 13:30:00,130.52999877929688
2018-05-18 14:30:00,131.58999633789062
2018-05-18 15:30:00,131.02000427246094
2018-05-18 16:30:00,131.0749969482422
2018-05-18 17:30:00,131.52000427246094
2018-05-18 18:30:00,131.91000366210938
2018-05-18 19:30:00,132.02000427246094
2018-05-21 13:30:00,132.69000244140625
2018-05-21 14:30:00,131.60000610351562
2018-05-21 15:30:00,131.9199981689453
2018-05-21 16:30:00,132.1999969482422
2018-05-21 17:30:00,132.22000122070312
2018-05-21 18:30:00,132.6699981689453
2018-05-21 19:30:00,132.92999267578125
2018-05-22 13:30:00,132.21499633789062
2018-05-22 14:30:00,132.36000061035156
2018-05-22 15:30:00,132.3350067138672
2018-05-22 16:30:00,132.19000244140625
2018-05-22 17:30:00,132.22000122070312
2018-05-22 18:30:00,132.08999633789062
2018-05-22 19:30:00,132.19000244140625
2018-05-23 13:30:00,132.17999267578125
2018-05-23 14:30:00,131.88999938964844
2018-05-23 15:30:00,131.52999877929688
2018-05-23 16:30:00,131.60000610351562
2018-05-23 17:30:00,132.25999450683594
2018-05-23 18:30:00,132.89999389648438
2018-05-23 19:30:00,133.49000549316406
2018-05-24 13:30:00,131.02499389648438
2018-05-24 14:30:00,130.4499969482422
2018-05-24 15:30:00,130.5500030517578
2018-05-24 16:30:00,130.5850067138672
2018-05-24 17:30:00,131.25999450683594
2018-05-24 18:30:00,131.32000732421875
2018-05-24 19:30:00,131.49000549316406
2018-05-25 13:30:00,132.16000366210938
2018-05-25 14:30:00,131.7100067138672
2018-05-25 15:30:00,131.8800048828125
2018-05-25 16:30:00,132.22999572753906
2018-05-25 17:30:00,132.27999877929688
2018-05-25 18:30:00,132.16000366210938
2018-05-25 19:30:00,131.86000061035156
2018-05-29 13:30:00,130.3800048828125
2018-05-29 14:30:00,130.60000610351562
2018-05-29 15:30:00,130.0800018310547
2018-05-29 16:30:00,130.7899932861328
2018-05-29 17:30:00,130.8800048828125
2018-05-29 18:30:00,130.82000732421875
2018-05-29 19:30:00,131.25999450683594
2018-05-30 13:30:00,131.58999633789062
2018-05-30 14:30:00,131.97999572753906
2018-05-30 15:30:00,131.75999450683594
2018-05-30 16:30:00,131.52999877929688
2018-05-30 17:30:00,131.57000732421875
2018-05-30 18:30:00,131.8800048828125
2018-05-30 19:30:00,131.3699951171875
2018-05-31 13:30:00,132.00999450683594
2018-05-31 14:30:00,131.36000061035156
2018-05-31 15:30:00,131.8800048828125
2018-05-31 16:30:00,131.4199981689453
2018-05-31 17:30:00,131.25
2018-05-31 18:30:00,131.42990112304688
2018-05-31 19:30:00,130.9199981689453
2018-06-01 13:30:00,132.6300048828125
2018-06-01 14:30:00,133.52999877929688
2018-06-01 15:30:00,134.85000610351562
2018-06-01 16:30:00,134.7899932861328
2018-06-01 17:30:00,134.6699981689453
2018-06-01 18:30:00,134.8800048828125
2018-06-01 19:30:00,135.6699981689453
2018-06-04 13:30:00,134.14999389648438
2018-06-04 14:30:00,135.02999877929688
