AMGN
206.21
206.44
206.8
206.8
206.8
207.44
207.55
207.405
207.96
207.96
207.52
207.66
207.58
207.58
207.255
207.56
207.56
207.77
207.77
207.79
207.66
207.66
207.55
207.55
207.55
207.55
207.77
207.77
207.7
207.89
207.67
207.67
207.55
207.61
207.715
207.63
207.68
207.71
207.66
207.66
207.54
207.52
207.445
207.445
207.36
207.36
207.36
207.36
207.35
207.395
207.34
207.26
207.27
207.23
207.285
207.25
207.355
207.35
207.35
207.35
207.47
207.43
207.545
207.545
207.315
207.36
207.36
207.29
206.96
207.04
207.04
207.09
206.83
206.79
206.765
206.74
206.74
206.74
206.91
206.91
206.91
207.22
207.19
207.27
207.29
207.145
207.17
207.17
207.215
207.29
207.33
207.42
207.57
207.64
207.64
207.64
207.64
207.64
207.94
207.97
207.97
207.99
208.01
208.07
208.075
208.075
208.065
208.065
208.05
208.03
207.95
207.94
207.94
207.965
207.965
207.965
207.91
207.835
207.835
207.83
207.83
207.78
207.71
207.75
207.74
207.74
207.74
207.74
207.74
207.72
207.72
207.86
207.86
207.86
207.86
207.86
207.89
207.89
207.89
207.89
207.93
207.93
207.93
207.93
207.9
207.955
207.955
207.89
207.89
207.89
207.98
207.99
208.005
208.005
208.005
208.005
207.87
207.89
207.93
207.98
207.98
207.95
207.875
207.92
207.92
207.89
207.885
207.885
207.885
207.905
207.88
207.88
207.88
207.86
207.86
207.86
207.77
207.78
207.8
207.8
207.8
207.9
207.9
207.95
207.945
207.945
207.99
207.99
207.98
208.01
208.01
207.98
207.98
207.98
207.94
207.94
207.94
207.94
207.94
207.74
207.76
207.76
207.6
207.6
207.6
207.6
207.6
207.6
207.64
207.67
207.67
207.67
207.67
207.64
207.65
207.69
207.69
207.69
207.69
207.69
207.73
207.66
207.66
207.68
207.68
207.68
207.68
207.68
207.77
207.8
207.8
207.8
207.8
207.8
207.8
207.8
207.8
207.69
207.69
207.69
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.83
207.83
207.83
207.83
207.83
207.83
207.83
207.83
207.83
207.83
207.83
207.94
207.97
207.88
207.825
207.85
207.85
207.85
207.85
207.85
207.74
207.765
207.74
207.79
207.76
207.76
207.76
207.685
207.66
207.6
207.58
207.58
207.64
207.66
207.69
207.72
207.705
207.705
207.69
207.69
207.8
207.8
207.73
207.59
207.59
207.64
207.6
207.58
207.605
207.605
207.605
207.53
207.47
207.45
207.48
207.445
207.46
207.4
207.33
207.33
207.33
207.33
207.31
207.23
207.23
207.23
207.23
207.245
207.29
207.33
207.33
207.33
207.255
207.275
207.11
207.15
207.12
207.12
207.12
207.11
207.06
207.06
207.06
207.06
207.19
207.19
207.09
207.16
207.17
207.21
207.21
207.135
207.135
207.135
207.07
207.07
207.07
207.07
207.07
207.065
207.065
207.065
207.065
207.065
207.15
207.22
207.22
207.27
207.24
207.37
207.49
207.46
207.46
207.47
207.305
207.34
207.46
207.37
207.42
207.49
207.53
207.5
207.595
207.58
207.62
207.74
207.7
207.65
207.67
207.585
207.57
207.47
207.47
207.61
207.61
207.715
207.6
207.64
207.64
""
207.72
207.895
207.895
207.635
207.6
207.75
207.82
207.82
207.25
207.515
207.515
207.115
207.265
207.375
207.375
207.49
207.49
207.67
207.67
207.67
207.59
207.68
207.78
207.78
207.62
207.62
207.62
207.86
207.63
207.63
207.63
207.6
207.6
207.6
207.6
207.6
207.6
207.6
207.6
207.975
207.975
207.975
207.975
207.845
207.765
207.765
207.765
207.58
207.68
207.68
207.81
207.81
207.97
207.97
208.0
208.0
208.0
208.0
207.93
207.93
207.93
207.93
207.93
208.005
208.005
208.005
208.02
208.0
208.0
208.0
208.0
208.0
207.87
207.87
207.94
207.98
207.98
207.98
207.98
207.98
207.98
207.98
207.98
207.98
207.98
207.98
207.98
207.98
207.97
207.76
207.76
207.76
207.76
207.76
207.76
207.76
207.76
207.76
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.75
207.44
207.44
207.44
207.35
207.35
207.35
207.35
207.35
207.41
207.41
207.41
207.41
207.3
207.3
207.3
207.3
207.3
207.24
207.24
207.235
207.235
207.4
207.4
207.4
207.4
207.4
207.4
207.36
207.36
207.36
207.395
207.395
207.44
207.44
207.44
207.44
207.44
207.44
207.44
207.44
207.39
207.39
207.39
207.39
207.39
207.39
207.39
207.39
207.68
207.68
207.73
207.73
207.73
207.7
207.7
207.7
207.71
207.71
207.71
207.71
207.71
207.6
207.6
207.6
207.6
207.6
207.6
207.6
207.6
207.6
207.6
207.6
207.6
207.6
207.6
207.6
207.6
207.7
207.7
207.7
207.7
207.65
207.65
207.64
207.71
207.71
207.71
207.72
207.72
207.72
207.72
207.72
207.72
207.745
207.745
207.745
207.745
207.78
207.78
207.78
207.78
207.78
207.78
207.78
207.78
207.78
207.78
207.75
207.75
207.75
207.8
207.79
207.8
207.835
207.835
207.835
207.835
207.835
207.835
207.835
207.71
207.71
207.59
207.59
207.65
207.65
207.65
207.65
207.65
207.65
207.65
207.55
207.6
207.66
207.67
207.67
207.7
207.73
207.73
207.765
207.765
207.79
207.81
207.81
207.81
207.81
207.835
207.835
207.835
207.835
207.835
207.77
207.77
207.77
207.75
207.75
207.79
207.77
207.77
207.77
207.735
207.735
207.67
207.67
207.67
207.57
207.57
207.56
207.56
207.56
207.56
207.53
207.53
207.53
207.53
207.53
207.49
207.49
207.32
207.31
207.31
207.31
207.28
207.295
207.295
207.35
207.33
207.33
207.28
207.26
207.26
207.26
207.26
207.22
207.165
206.99
206.98
207.01
207.0
206.94
206.97
206.85
206.82
206.82
207.02
207.0
207.0
207.02
206.99
206.96
206.98
206.975
206.975
206.975
206.975
206.98
206.98
206.97
206.97
206.97
207.07
206.93
206.81
206.74
206.89
206.94
206.96
206.95
206.94
206.69
206.69
206.75
206.75
206.82
206.82
206.82
206.82
206.72
206.72
206.78
206.78
206.68
206.68
206.71
206.71
206.81
206.71
206.71
206.91
206.925
206.97
206.89
206.94
207.01
207.01
207.01
207.055
207.05
206.94
206.93
206.86
206.85
""
206.5
206.465
206.41
206.65
206.85
206.9
207.07
206.44
206.44
206.47
206.46
206.37
206.37
206.24
206.38
206.38
206.115
206.22
206.095
206.13
206.315
206.295
206.52
206.52
206.52
206.05
205.965
206.095
205.99
205.99
205.855
205.855
205.855
205.555
205.54
205.54
205.61
205.61
205.61
205.61
205.61
205.61
205.61
205.61
204.75
204.78
204.78
204.78
204.62
204.5
204.565
204.565
204.565
204.565
204.565
204.565
204.68
204.42
204.44
204.41
204.61
204.27
204.1
204.11
204.02
204.29
204.29
204.47
204.47
204.47
204.47
204.47
204.19
204.19
204.19
204.19
204.19
204.19
204.19
204.19
204.19
204.145
204.145
203.87
203.87
203.87
203.83
203.83
203.835
203.85
203.98
204.02
204.02
204.02
204.02
203.96
203.96
203.96
203.96
203.96
203.96
203.96
203.96
203.96
203.96
203.96
203.96
204.07
204.07
204.07
204.07
204.07
203.92
204.01
203.88
203.84
203.84
203.84
203.56
203.56
203.46
203.4
203.28
203.28
203.1
203.17
203.13
203.13
202.92
202.92
203.21
203.21
203.21
203.21
203.21
203.465
203.55
203.19
203.14
203.15
203.315
203.315
203.315
203.315
203.315
203.315
203.3
203.3
203.3
203.3
203.3
203.3
203.3
203.3
203.3
203.45
203.47
203.47
203.47
203.47
203.47
203.47
203.47
203.47
203.47
203.5
203.5
203.5
203.495
203.495
203.495
203.37
203.37
203.29
203.015
203.06
202.99
203.07
203.09
203.09
203.09
203.09
202.99
202.99
203.14
203.14
203.14
203.14
203.14
203.14
203.14
203.14
203.14
203.14
202.79
202.73
202.49
202.49
202.49
202.49
202.49
202.49
202.49
202.47
202.45
202.45
202.45
202.45
202.45
202.45
202.02
202.02
201.85
201.93
201.93
