MSFT
115.26
115.475
115.31
115.36
115.295
114.94
115.21
114.98
114.67
114.72
114.51
114.635
114.645
114.755
114.73
114.81
114.84
115.04
115.12
115.015
115.15
115.03
115.01
115.005
114.94
114.905
114.95
114.895
115.07
115.19
115.17
115.14
115.23
115.21
115.17
115.12
115.12
115.13
115.08
115.01
115.08
115.11
115.08
115.07
114.995
115.13
115.1
115.085
115.15
115.22
115.23
115.15
115.15
115.21
115.315
115.32
115.26
115.27
115.33
115.37
115.35
115.31
115.28
115.23
115.26
115.27
115.24
115.22
115.11
115.18
115.21
115.15
115.25
115.22
115.17
115.205
115.21
115.19
115.27
115.36
115.55
115.53
115.52
115.46
115.47
115.44
115.395
115.38
115.41
115.37
115.41
115.41
115.31
115.32
115.3
115.31
115.3
115.34
115.35
115.45
115.45
115.405
115.445
115.46
115.46
115.47
115.5
115.525
115.52
115.43
115.45
115.495
115.62
115.7
115.69
115.67
115.59
115.58
115.58
115.58
115.6
115.55
115.59
115.65
115.68
115.59
115.62
115.59
115.5
115.54
115.535
115.62
115.68
115.7
115.69
115.71
115.72
115.81
115.79
115.79
115.74
115.735
115.78
115.765
115.82
115.81
115.77
115.77
115.71
115.75
115.78
115.785
115.795
115.82
115.835
115.755
115.76
115.705
115.73
115.76
115.75
115.7
115.66
115.65
115.6
115.63
115.64
115.58
115.605
115.62
115.6
115.58
115.565
115.565
115.565
115.59
115.565
115.58
115.66
115.625
115.615
115.62
115.62
115.66
115.64
115.635
115.65
115.68
115.675
115.695
115.73
115.72
115.73
115.71
115.65
115.62
115.55
115.53
115.525
115.425
115.37
115.32
115.32
115.305
115.315
115.305
115.33
115.305
115.37
115.405
115.45
115.44
115.455
115.44
115.45
115.465
115.44
115.44
115.41
115.45
115.455
115.44
115.435
115.4
115.425
115.48
115.5
115.535
115.57
115.555
115.565
115.56
115.57
115.56
115.56
115.56
115.545
115.59
115.57
115.57
115.615
115.635
115.635
115.62
115.62
115.655
115.655
115.66
115.675
115.71
115.73
115.71
115.73
115.725
115.7
115.705
115.68
115.68
115.715
115.685
115.695
115.68
115.67
115.66
115.61
115.6
115.56
115.54
115.47
115.495
115.475
115.5
115.53
115.55
115.55
115.59
115.61
115.56
115.59
115.595
115.6
115.58
115.58
115.6
115.58
115.6
115.6
115.615
115.59
115.59
115.58
115.63
115.67
115.59
115.575
115.59
115.605
115.655
115.63
115.615
115.59
115.58
115.56
115.545
115.535
115.555
115.545
115.43
115.43
115.46
115.46
115.5
115.5
115.41
115.37
115.385
115.4
115.445
115.45
115.46
115.46
115.43
115.45
115.45
115.43
115.37
115.41
115.45
115.45
115.44
115.4
115.28
115.28
115.29
115.31
115.28
115.225
115.17
115.14
115.08
115.08
115.055
115.03
115.04
115.03
114.98
114.96
114.96
114.915
114.81
114.86
114.89
114.87
114.88
114.9
115.02
114.98
115.015
115.0
114.99
115.12
115.14
115.12
115.15
115.115
115.09
115.095
115.21
115.14
115.13
115.265
115.24
115.235
115.285
115.34
115.385
115.4
115.41
115.435
115.395
115.35
115.28
115.275
115.32
115.32
115.27
115.2
115.12
115.13
115.13
115.68
115.57
115.78
115.75
115.8
115.84
115.695
115.69
115.58
115.63
115.545
115.57
115.49
115.64
115.71
115.8
115.8
115.765
115.8
115.75
115.66
115.81
115.86
115.83
115.81
115.82
115.87
115.82
115.87
115.85
115.89
115.9
116.06
116.06
116.0
116.06
116.01
116.02
115.99
116.03
115.94
115.97
116.03
116.04
116.15
116.11
116.12
116.11
116.06
116.09
116.14
116.13
116.07
116.125
116.17
116.105
116.15
116.11
116.15
116.08
116.045
116.02
116.055
