ADSK
""
""
""
""
156.11
156.26
156.26
156.26
156.26
156.26
154.595
154.595
155.29
155.29
155.29
155.485
155.485
155.485
155.485
155.49
155.58
155.43
155.43
155.43
155.43
155.33
155.33
155.59
155.59
155.59
155.59
155.59
155.59
155.59
155.59
155.44
155.645
155.645
155.645
155.645
155.25
155.23
155.32
155.33
155.23
155.49
155.49
155.49
155.335
155.335
155.335
155.335
155.335
155.335
155.335
155.335
155.335
155.335
155.415
155.415
155.415
155.415
155.405
155.405
155.405
155.51
155.51
155.51
155.285
155.32
155.39
155.39
155.39
155.215
155.295
155.295
155.21
155.24
155.33
155.33
155.33
155.33
155.56
155.57
155.57
155.57
155.57
155.57
155.57
155.57
155.57
155.57
155.57
155.57
155.57
155.57
155.57
155.57
155.57
155.57
155.57
155.56
155.56
155.56
155.56
155.56
155.56
155.56
155.56
155.56
155.29
155.35
155.515
155.515
155.515
155.515
155.515
155.3
155.3
155.3
155.3
155.3
155.36
155.36
155.36
155.36
155.36
155.4
155.4
155.4
155.4
155.4
155.4
155.4
155.4
155.4
155.4
155.4
155.4
155.64
155.6
155.6
155.53
155.53
155.56
155.56
155.56
155.56
155.56
155.56
155.56
155.56
155.56
155.56
155.56
155.56
155.56
155.56
155.42
155.42
155.42
155.25
155.25
155.28
155.18
155.09
155.09
155.09
155.09
155.09
155.09
155.09
155.09
155.09
154.865
154.865
154.865
154.865
154.865
154.96
154.97
154.97
154.91
154.97
154.97
154.97
154.97
154.97
154.97
155.07
155.11
155.11
155.11
155.06
155.0
154.99
154.99
154.98
154.91
154.89
154.8
154.81
154.67
154.69
154.78
154.77
154.77
154.77
154.77
154.77
154.77
154.77
154.77
154.77
154.77
154.77
154.77
154.85
154.83
154.83
154.83
154.91
154.88
154.8
154.8
154.8
154.8
154.8
154.8
154.8
154.8
154.8
154.82
154.82
154.82
154.83
154.83
154.78
154.785
154.785
154.785
154.785
154.785
154.785
154.785
154.785
154.785
154.97
154.97
155.04
155.04
155.04
155.04
155.04
155.04
155.04
155.04
155.1
155.085
155.09
155.08
155.08
155.08
155.08
155.08
155.08
155.08
155.08
155.08
154.85
154.85
154.85
154.85
154.93
154.96
154.99
154.99
154.99
154.99
154.99
154.99
154.99
154.99
154.9
154.8
154.8
154.8
154.8
154.8
154.785
154.85
154.89
154.89
154.89
154.89
154.89
154.78
154.78
154.78
154.795
154.8
154.88
154.88
154.88
154.88
154.88
154.88
154.6
154.6
154.73
154.66
154.8
154.8
154.82
154.7
154.74
154.74
154.72
154.72
154.72
154.61
154.62
154.605
154.57
154.57
154.57
154.445
154.38
154.4
154.39
154.39
154.21
154.17
154.17
154.17
153.9
153.79
153.79
153.715
153.715
153.715
153.715
153.71
153.78
153.84
153.725
153.725
153.515
153.37
153.185
153.32
153.32
153.31
153.26
153.26
153.35
153.39
153.42
153.42
153.32
153.32
153.32
153.32
153.32
153.54
153.475
153.495
153.6
153.58
153.5
153.5
153.58
153.55
153.575
153.575
153.575
153.79
153.79
153.78
153.79
153.76
153.69
153.7
153.79
153.75
153.81
153.79
153.89
153.96
153.95
""
""
""
""
""
""
""
""
""
""
153.605
153.635
153.635
153.635
153.635
153.635
153.635
153.635
