ORLY
""
""
""
""
""
345.02
345.02
345.63
345.85
345.74
345.74
345.74
345.86
345.86
345.86
345.94
345.94
345.94
345.94
345.94
345.94
345.94
345.94
346.285
346.285
346.285
346.285
346.285
346.285
346.285
346.285
346.285
346.285
346.285
345.24
345.375
345.375
345.375
345.375
345.02
345.03
345.03
345.03
344.82
344.82
344.82
344.82
344.82
344.82
344.82
344.55
344.46
344.46
344.46
344.46
344.39
344.39
344.39
344.39
344.54
344.58
344.39
344.39
344.39
344.39
344.39
344.39
344.39
344.39
344.3
344.3
344.3
344.3
344.3
344.3
344.3
344.3
344.3
343.93
343.93
343.93
343.93
343.93
343.93
343.93
343.93
343.93
343.93
343.93
344.56
344.57
344.57
344.57
344.5
344.5
344.5
344.5
344.5
344.5
344.5
344.5
344.37
344.37
344.37
344.37
344.37
344.37
344.37
344.37
344.37
344.15
344.15
344.28
344.28
344.02
344.06
344.06
344.27
344.27
344.27
344.27
344.26
344.26
344.26
344.26
344.44
344.44
344.57
344.61
344.645
344.53
344.53
344.82
344.82
344.82
344.82
345.04
345.31
345.31
345.31
345.31
345.31
345.31
345.31
345.31
345.6
345.6
345.6
345.85
345.85
345.85
345.85
345.85
346.1
346.1
345.83
345.83
345.7
345.66
345.78
345.875
345.875
345.91
345.9
345.9
345.9
345.9
345.98
345.98
345.98
345.98
345.98
345.98
345.98
345.87
345.87
346.115
346.115
346.115
346.115
346.115
346.115
345.76
345.76
345.76
345.76
345.88
345.865
345.865
345.865
345.865
345.865
345.865
345.865
345.865
345.865
345.83
345.85
345.85
345.85
345.85
345.655
345.655
345.5
345.5
345.5
345.5
345.5
345.5
345.5
345.5
345.5
345.5
345.5
345.5
345.995
345.995
346.21
345.97
345.97
345.97
345.97
345.97
345.905
345.905
345.905
345.905
345.81
345.81
345.965
345.965
345.965
345.965
345.965
345.615
345.615
345.615
345.665
345.665
345.42
345.49
345.49
345.655
345.655
345.655
345.67
345.67
345.67
345.67
345.74
345.74
345.74
345.74
345.74
345.53
345.53
345.53
345.53
345.58
345.58
345.58
345.54
345.54
345.54
345.54
345.54
345.54
345.54
345.54
345.54
345.54
345.54
345.54
345.54
345.54
345.54
345.225
345.225
345.225
345.225
345.225
345.225
345.225
345.225
345.165
345.165
345.165
345.2
345.2
345.285
345.33
345.33
345.36
345.355
345.355
345.355
345.355
345.355
345.355
345.515
345.515
345.515
345.855
345.855
345.855
345.855
345.855
345.855
345.855
345.855
345.855
345.855
345.855
345.54
345.54
345.54
345.54
345.47
345.47
345.64
345.64
345.64
345.41
345.41
345.41
345.41
345.135
345.135
345.135
345.135
345.135
345.135
344.83
344.83
344.83
344.83
344.83
344.83
344.83
344.08
344.08
344.08
344.08
344.08
344.08
344.08
344.08
344.08
344.08
344.08
344.08
344.08
344.08
344.08
344.08
343.15
343.235
343.235
343.235
342.915
343.175
343.175
342.81
342.81
342.835
342.61
342.61
342.61
342.61
342.61
342.61
342.81
342.81
342.81
342.63
342.79
342.65
342.88
342.82
342.765
342.75
342.68
342.565
342.59
342.435
342.4
342.345
342.095
342.05
342.07
""
""
""
""
""
345.36
345.36
345.36
345.36
345.36
345.36
345.36
345.36
345.36
345.36
345.36
