AVGO
248.77
248.89
249.62
249.395
248.94
248.97
248.97
248.825
248.97
249.115
249.575
249.45
249.31
249.625
249.58
249.83
249.96
250.005
250.02
249.99
249.7
249.75
249.795
250.08
250.08
250.08
250.08
250.255
250.255
250.72
250.72
250.43
250.43
250.54
250.53
250.405
250.11
250.02
250.02
249.86
249.88
249.67
249.695
249.98
250.12
250.43
250.48
250.48
250.48
250.48
250.45
250.45
250.5
250.24
250.275
250.355
250.375
250.375
250.41
250.63
250.8
250.8
250.54
250.54
250.54
250.27
250.35
250.5
250.5
250.5
250.5
250.5
250.5
250.56
250.56
250.72
250.79
250.87
250.85
251.045
251.35
251.35
251.28
251.32
251.14
251.22
251.265
251.265
251.265
251.55
251.55
251.55
251.17
251.17
251.29
251.29
251.56
251.56
251.56
251.405
251.405
251.405
251.54
251.41
251.35
251.34
251.08
250.82
250.78
250.78
250.72
250.72
250.555
250.635
250.635
250.96
250.95
250.95
250.745
250.735
250.735
250.735
250.735
250.72
250.72
250.785
250.685
250.67
250.51
250.58
250.555
250.58
250.67
250.595
250.6
250.6
250.61
250.625
250.645
250.665
250.64
250.56
250.555
250.555
250.46
250.51
250.5
250.5
250.26
250.26
250.29
250.4
250.505
250.5
250.46
250.46
250.46
250.24
250.24
250.21
250.21
250.21
250.1
250.06
249.98
249.98
249.98
249.98
249.91
249.91
249.91
249.91
250.1
250.03
250.03
250.08
250.08
250.09
250.22
250.22
250.22
250.22
250.4
250.4
250.4
250.4
250.36
250.36
250.4
250.47
250.47
250.29
250.135
250.135
250.09
250.09
250.05
249.97
249.93
249.93
249.41
249.41
249.41
249.41
249.14
249.14
249.1
248.975
248.975
248.975
249.4
249.4
249.4
249.4
249.26
249.26
249.26
249.26
249.26
249.26
249.26
249.2
249.2
249.2
249.295
249.295
249.295
249.56
249.685
249.685
249.645
249.68
249.78
249.795
249.825
249.825
249.87
249.82
249.78
249.71
249.61
249.57
249.53
249.505
249.51
249.525
249.53
249.55
249.505
249.49
249.485
249.365
249.4
249.32
249.38
249.31
249.235
249.17
249.145
249.365
249.21
249.275
249.24
249.245
249.14
249.2
249.185
249.185
249.185
249.15
249.195
249.185
249.37
249.37
249.36
249.22
249.175
249.14
249.07
249.095
249.07
249.08
249.08
248.98
249.0
248.88
248.97
248.96
248.96
248.96
248.78
248.84
248.91
248.85
248.8
248.84
248.84
248.84
248.84
248.89
248.89
248.89
248.835
248.835
248.835
248.835
248.835
248.835
248.835
248.835
248.845
248.845
248.845
248.81
248.65
248.58
248.7
248.7
248.7
248.6
248.69
248.73
248.73
248.73
248.73
248.73
248.68
248.68
248.68
248.63
248.54
248.31
248.22
248.22
248.22
248.22
248.12
248.14
248.11
248.16
248.43
248.44
248.44
248.41
248.4
248.37
248.37
248.37
248.37
248.37
248.25
248.26
248.37
248.32
248.32
248.39
248.39
248.36
248.66
248.62
248.74
248.755
248.87
248.87
248.83
248.865
248.85
248.75
248.76
248.62
248.825
248.71
248.745
248.715
248.61
248.65
248.6
248.59
248.45
248.46
248.35
248.03
247.98
248.06
248.125
248.08
247.99
247.94
248.14
248.02
248.97
249.48
249.415
249.45
249.79
249.79
249.25
248.945
248.51
248.12
248.22
248.455
248.04
248.03
248.07
247.89
248.39
248.39
248.84
248.66
248.32
248.335
248.5
248.45
248.4
248.53
248.07
248.07
248.07
248.07
248.07
248.24
248.24
248.23
248.23
248.23
248.25
248.14
248.155
248.07
248.17
248.025
248.01
247.84
247.8
247.8
248.08
248.08
248.01
247.74
247.6
247.365
247.23
247.28
247.59
247.32
247.17
247.16
247.34
247.34
247.76
247.84
247.79
247.79
247.84
247.785
247.835
248.0
248.0
247.865
247.82
247.98
248.145
248.23
248.12
248.35
248.35
248.52
248.76
248.805
248.71
248.64
248.69
248.71
248.71
248.67
248.67
248.66
248.73
248.59
248.3
248.38
248.38
248.38
248.64
248.75
248.75
248.75
248.64
248.64
248.64
248.64
248.64
248.695
248.695
248.55
248.52
248.49
248.59
248.525
248.585
248.535
248.45
248.29
248.53
248.54
248.7
248.74
248.74
248.795
248.795
248.935
248.965
248.965
248.82
248.73
248.73
248.73
248.73
248.91
248.91
248.91
248.845
248.82
248.84
248.83
248.835
