ULTA
""
""
""
""
""
283.27
283.27
283.27
283.27
283.27
281.9
281.9
281.9
281.9
281.9
281.9
281.9
281.9
280.56
280.56
280.04
280.04
279.97
280.27
280.27
280.27
280.27
280.27
280.27
280.27
281.395
281.395
281.395
281.395
281.455
281.195
281.195
281.67
281.67
281.585
281.58
281.3
281.3
281.3
281.3
280.5
280.18
280.18
280.18
280.18
280.18
280.18
280.18
280.18
280.9
281.045
281.045
281.045
281.045
280.84
280.84
280.84
280.84
280.84
280.64
280.64
280.64
280.64
280.64
280.64
280.64
280.64
280.64
280.64
280.64
280.28
280.28
280.28
280.28
280.28
280.28
280.28
280.38
280.38
280.38
280.38
280.38
280.285
280.285
280.285
280.285
280.285
280.12
280.12
280.12
280.12
280.12
280.12
280.12
280.12
280.12
280.12
280.12
280.12
280.12
280.12
280.12
280.12
280.12
280.05
280.05
280.61
280.775
280.78
280.78
280.78
280.78
280.78
280.78
280.78
280.78
280.675
280.675
280.675
280.675
280.675
280.675
280.675
281.1
281.36
281.36
281.63
281.81
281.81
281.81
281.26
281.46
281.46
281.56
281.56
281.48
281.215
281.625
281.885
281.885
281.885
281.885
282.08
282.285
282.285
282.285
282.285
281.82
281.82
281.82
281.82
281.82
281.82
281.82
281.82
281.24
281.24
281.54
281.54
281.54
281.54
281.54
281.63
281.445
281.43
281.43
281.43
281.43
281.43
281.43
281.65
281.65
281.65
281.65
281.65
281.65
281.65
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.85
281.635
281.635
281.635
281.635
281.635
281.635
282.12
282.12
282.12
282.12
282.12
282.12
282.12
282.12
282.12
282.12
282.12
282.12
282.12
282.12
282.22
282.22
282.22
282.79
282.5
282.5
282.5
282.5
282.5
282.5
282.5
282.5
282.5
282.5
282.63
282.655
282.73
282.73
282.79
282.79
282.79
282.79
282.79
282.79
282.79
282.79
282.79
282.6
282.6
282.6
282.6
282.6
282.6
282.47
282.76
282.76
282.57
282.57
282.57
282.57
282.57
282.57
282.58
282.58
282.52
282.52
282.52
282.52
282.52
282.52
282.52
282.52
282.52
282.52
282.24
282.24
282.24
282.24
282.24
282.24
282.35
282.115
282.25
282.25
282.18
281.97
282.05
282.05
282.05
282.05
281.995
281.995
281.995
282.085
282.045
281.81
281.81
281.81
281.81
282.045
282.22
282.22
281.87
281.87
281.87
281.87
281.87
281.87
281.87
281.71
281.5
281.5
281.44
281.205
281.0
280.92
280.92
280.92
280.92
280.92
280.92
280.92
280.92
280.92
280.92
280.51
280.51
280.51
280.32
280.32
280.13
280.13
280.13
280.13
280.13
279.98
279.98
280.11
280.11
280.11
280.11
280.11
280.37
280.37
280.37
280.26
280.26
280.26
280.26
280.065
280.065
280.125
280.125
280.435
280.435
280.435
280.39
280.29
280.23
280.23
280.1
280.49
280.09
280.09
280.21
280.16
280.265
280.265
280.265
280.25
280.22
279.96
""
""
""
""
281.44
281.44
281.44
281.44
281.44
279.625
279.57
279.58
279.58
279.58
279.26
279.26
