AMZN
1996.31
2001.0
2000.0
1999.26
1994.41
1989.195
1993.49
1990.32
1980.0
1982.01
1981.96
1988.14
1990.66
1987.62
1989.66
1991.34
1993.86
1995.11
1994.01
1994.84
1996.36
1995.93
1995.43
1995.67
1993.59
1992.5
1993.52
1989.19
1993.45
1996.61
1997.31
1997.31
1996.55
1996.19
1995.08
1992.73
1992.37
1992.24
1989.255
1987.07
1985.93
1989.24
1989.66
1989.475
1986.64
1988.59
1990.9
1990.45
1991.495
1991.9
1992.66
1992.66
1993.08
1991.93
1995.395
1995.14
1995.96
1995.96
1996.43
1998.55
1998.09
1998.06
2001.355
2003.22
2005.25
2008.37
2007.07
2006.57
2005.755
2003.67
2004.81
2004.76
2005.18
2007.0
2006.7
2005.425
2007.0
2007.495
2007.59
2009.59
2010.485
2011.53
2010.64
2009.04
2009.12
2009.12
2007.34
2006.28
2006.28
2006.28
2005.4
2005.4
2002.98
2002.98
2004.18
2004.73
2004.955
2006.59
2006.49
2005.9
2005.71
2005.71
2005.71
2005.71
2005.4
2007.165
2007.385
2007.0
2006.99
2006.25
2006.94
2008.34
2009.67
2010.73
2011.0
2012.41
2013.04
2011.01
2011.01
2010.99
2011.0
2010.02
2010.19
2010.0
2011.61
2011.61
2010.13
2010.13
2009.75
2009.09
2009.01
2009.01
2010.49
2010.44
2011.36
2011.11
2011.11
2011.11
2011.3
2010.39
2009.43
2009.84
2009.84
2010.23
2010.23
2011.83
2011.99
2012.0
2012.09
2012.14
2012.2
2012.245
2012.245
2012.08
2011.3
2010.1
2010.1
2010.1
2009.47
2009.47
2009.66
2008.57
2008.06
2006.58
2006.47
2006.39
2007.0
2007.67
2007.37
2007.59
2006.96
2007.59
2007.06
2006.85
2006.85
2007.24
2007.24
2007.24
2007.24
2007.24
2006.48
2006.96
2006.465
2007.035
2007.035
2007.035
2004.98
2004.41
2004.605
2005.4
2005.4
2006.3
2006.3
2006.3
2005.61
2005.61
2004.73
2003.56
2002.61
1999.22
1999.16
1999.18
1998.43
2000.0
1999.25
2000.0
1999.85
2000.0
2000.0
2000.05
2000.155
2000.205
2000.0
1999.74
1999.74
2000.125
1999.4
1997.88
1997.88
1997.88
1999.46
1998.55
1998.36
1998.36
1998.07
1997.92
1997.555
1997.2
1997.2
1997.2
1997.2
1997.2
1997.2
1998.99
1998.99
1998.99
1998.99
1999.15
1998.63
1998.52
1999.62
1999.61
1999.19
1999.31
1999.31
1999.27
1998.265
1998.365
1998.55
1998.315
1999.33
1999.34
1999.87
1998.375
1998.0
1997.905
1998.035
1997.74
1997.19
1995.32
1996.405
1996.06
1996.06
1996.06
1996.53
1995.57
1995.555
1993.23
1993.23
1990.98
1990.96
1992.12
1992.12
1992.74
1992.0
1992.0
1994.25
1993.36
1993.36
1995.67
1995.72
1995.72
1993.22
1993.22
1993.22
1992.74
1992.46
1992.46
1992.46
1993.06
1993.06
1993.505
1995.39
1994.31
1993.25
1990.91
1990.91
1993.05
1993.29
1993.29
1992.6
1991.54
1991.04
1991.2
1991.76
1991.76
1990.0
1986.74
1987.21
1986.05
1985.1
1986.0
1985.55
1983.83
1982.15
1983.27
1984.0
1984.6
1984.06
1985.01
1985.0
1983.68
1982.49
1983.18
1983.1
1981.42
1982.0
1982.7
1981.96
1982.32
1980.46
1978.83
1977.76
1977.76
1976.0
1976.13
1974.25
1971.87
1966.49
1971.005
1973.65
1973.355
1972.63
1970.55
1973.11
1972.25
1971.165
1970.235
1969.54
1969.07
1968.98
1969.8
1968.99
1969.07
1972.2
1974.5
1974.74
1976.275
1975.38
1974.26
1976.6
1977.41
1976.67
1976.92
1976.81
1975.885
1973.85
1974.09
1975.7
1975.7
1976.695
1977.62
1976.73
1975.27
1975.47
1975.28
1976.1
1975.1
1976.62
1976.095
1974.25
1974.2
1975.43
1975.98
1975.44
1974.79
1973.72
1971.92
1972.34
1971.32
1982.26
1979.255
1976.0
1980.0
1983.35
1986.61
1986.7
1987.02
1985.89
1987.29
1983.955
1979.33
1979.86
1982.1
1984.98
1987.11
1989.0
1987.23
1987.03
1985.28
1985.405
1985.405
1987.83
1987.83
1985.66
1985.595
1983.74
1979.61
1980.21
1980.9
1982.1
1982.1
1985.67
1987.03
1985.76
1985.76
1985.76
1985.49
1983.94
1983.94
1984.84
1984.085
1984.085
1984.085
1985.41
1984.96
1984.96
1984.96
1984.27
1983.66
1983.66
1983.23
1981.29
1981.505
1981.335
1979.405
1978.11
1976.15
1975.72
1976.96
1977.47
1979.76
1979.01
1979.98
1979.98
1978.49
1979.29
1978.97
1976.06
1975.9
1976.25
1976.56
1976.56
1976.56
1973.675
1974.53
1970.96
1971.59
1969.63
1969.54
1964.62
1964.89
1964.39
1967.0
1965.64
1965.89
1967.745
1967.8
1967.44
1964.91
1958.37
1957.685
1959.79
1958.8
1957.81
1956.0
1957.255
1958.025
1959.605
1953.15
1951.6
1955.24
1957.19
1958.79
1958.81
1961.43
1961.01
1960.32
1961.725
1962.68
1963.29
1963.29
1964.3
1964.67
1965.0
1962.75
1962.555
1961.11
1963.41
1963.4
1963.4
1963.255
1965.6
1963.19
1963.19
1961.94
1960.82
1960.82
1959.58
1959.58
1957.75
1957.75
1957.75
1960.675
1960.765
1959.87
1958.69
1959.57
1959.57
1959.69
1962.57
1964.795
1965.52
1965.645
1965.645
1965.0
1965.03
1965.03
1967.67
1967.67
1967.67
1967.48
1966.285
1965.66
1965.66
1967.135
1966.12
1964.605
1964.605
1964.605
1966.3
1966.3
1966.0
1965.13
1963.67
1962.58
1963.01
1961.71
1963.51
1963.51
1964.63
1964.99
1963.055
1961.93
1963.04
1961.905
1961.265
1960.36
1960.605
1960.0
1960.035
1960.0
1960.035
1960.01
1960.615
1960.69
1959.865
1957.04
1957.475
1957.0
1957.87
1956.49
1956.53
1956.82
1958.49
1960.03
1960.08
1959.71
1958.71
1960.02
1958.51
1958.5
1959.72
1960.3
1959.34
1959.42
1960.03
1960.37
1960.025
1958.785
1957.57
1957.555
1958.36
1960.035
1960.305
1959.72
1960.375
1960.44
1960.7
1960.7
1960.725
