INTU
226.69
226.785
226.785
226.785
226.785
226.35
226.35
226.35
225.82
225.1
224.96
225.46
225.57
225.57
225.57
225.52
225.52
225.52
226.525
226.525
226.845
226.845
226.845
226.845
226.845
226.845
226.845
226.845
226.845
226.845
227.39
227.39
227.39
227.39
227.39
227.39
227.5
227.5
227.47
227.47
227.47
227.47
227.47
227.47
227.47
227.6
227.6
227.61
227.61
227.61
227.61
227.61
227.93
227.75
227.75
227.75
227.75
227.86
227.86
227.86
227.92
227.92
227.92
227.92
227.91
227.91
227.91
227.91
227.91
227.91
227.91
227.91
227.91
227.91
227.69
227.69
227.69
227.69
227.6
227.6
227.81
227.81
227.81
227.87
227.87
227.87
227.67
227.67
227.67
227.485
227.39
227.39
227.25
227.25
227.41
227.41
227.41
227.41
227.41
227.41
227.41
227.69
227.69
227.87
227.87
228.16
228.16
228.16
228.11
228.11
228.13
228.065
228.065
228.065
228.065
228.35
228.31
228.06
228.06
228.06
228.06
228.06
228.06
228.06
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.3
228.25
228.25
228.25
228.25
228.25
228.25
228.25
228.25
228.11
228.11
228.11
228.11
228.08
228.08
228.08
228.065
228.01
228.01
227.955
227.955
227.955
228.0
228.0
228.0
228.0
228.0
228.0
228.05
228.05
228.05
228.05
228.05
228.21
228.21
228.21
228.21
228.17
228.12
228.12
228.12
228.12
228.12
228.12
228.12
228.12
228.12
228.12
228.12
228.12
228.12
227.49
227.49
227.49
227.49
227.49
227.49
227.49
227.49
227.49
227.94
227.94
227.94
227.94
227.94
227.94
227.94
227.94
227.56
227.56
227.56
227.56
227.9
227.9
227.93
227.93
227.89
227.89
227.89
227.89
227.9
227.9
227.9
227.9
227.9
227.9
227.9
227.9
228.0
228.0
228.0
228.0
228.0
228.0
228.0
228.0
228.0
228.23
228.23
228.23
228.23
228.26
228.26
228.26
228.26
228.26
228.24
228.2
228.12
228.12
228.12
228.12
228.12
228.12
228.12
228.12
228.12
227.85
227.89
227.95
227.95
227.95
227.95
227.95
228.1
228.1
228.18
228.18
228.18
228.18
228.18
228.18
228.18
228.18
228.18
228.18
228.18
228.18
228.18
228.18
228.18
228.2
228.18
228.18
228.105
228.075
228.075
228.02
228.02
228.02
228.02
228.08
228.07
228.07
228.07
228.07
228.07
228.07
227.68
227.68
227.68
227.68
227.56
227.56
227.56
227.56
227.56
227.56
227.5
227.5
227.5
227.65
227.65
227.6
227.6
227.47
227.56
227.37
227.35
227.35
227.35
227.35
227.07
227.07
227.09
227.09
227.09
227.09
227.09
227.06
226.98
226.915
226.915
226.915
226.71
226.71
226.635
226.66
226.66
226.66
226.66
226.765
226.765
226.77
226.885
226.885
226.98
226.98
226.92
226.9
226.91
226.98
226.98
226.98
227.28
227.28
227.15
227.14
227.14
227.31
227.31
227.42
227.53
227.53
227.69
227.64
227.64
227.49
227.57
227.51
227.65
227.63
227.67
227.67
230.21
230.125
230.125
230.125
230.125
230.125
229.79
229.62
228.87
228.87
228.9
228.9
228.79
228.79
228.79
229.71
229.71
229.99
229.99
229.99
229.99
229.9
230.6
230.49
230.6
230.705
230.9
230.92
230.99
231.23
231.23
231.23
231.52
231.52
231.52
231.24
231.225
231.27
231.27
231.03
231.05
231.05
231.05
231.05
231.05
231.05
231.05
231.05
231.56
231.56
231.4
231.58
231.405
231.52
231.48
231.48
231.48
231.48
231.44
231.44
231.44
231.44
231.45
231.45
231.45
231.15
231.15
231.15
231.15
230.51
230.5
230.5
230.5
230.5
230.5
230.5
230.5
230.5
230.5
230.5
230.5
230.5
229.96
229.93
229.93
229.93
229.93
229.93
229.93
229.16
229.16
228.87
228.87
228.87
228.87
228.87
228.9
228.9
228.9
228.9
228.66
228.66
228.66
228.66
228.75
228.85
228.88
228.88
228.88
228.95
229.24
229.24
229.5
229.5
229.5
229.41
229.41
229.41
229.515
229.515
229.515
229.25
229.315
229.315
229.23
229.23
229.23
229.23
229.23
229.23
229.23
229.23
229.23
229.23
229.08
229.08
228.91
228.91
228.955
228.955
229.28
229.28
229.2
229.2
229.2
229.045
229.05
229.05
229.05
229.05
229.05
229.05
229.05
229.05
229.05
229.6
229.6
229.6
229.6
229.6
229.76
229.76
229.76
229.83
229.83
229.83
229.83
229.83
229.83
229.83
229.83
229.83
229.83
229.89
229.89
230.095
230.095
230.095
229.85
229.845
229.845
229.845
229.845
229.845
229.845
229.845
229.75
229.485
229.485
229.415
229.415
229.415
229.415
229.415
229.415
229.415
229.415
229.44
229.535
229.535
229.535
229.47
229.47
229.47
229.47
229.47
229.47
229.47
229.47
229.505
229.505
229.425
229.425
229.425
229.425
229.425
229.425
229.425
229.425
229.425
229.425
229.425
229.64
229.68
229.68
229.68
229.68
229.68
229.83
229.8
229.8
