TSLA
315.98
313.575
314.115
316.0
316.0
313.82
313.47
312.79
312.48
311.81
311.695
312.24
311.925
309.555
309.68
310.52
309.7
308.58
309.71
310.24
311.005
310.94
310.975
307.325
307.87
306.85
306.64
306.34
307.255
307.9
307.175
305.015
305.0
305.55
304.51
304.13
305.25
305.245
304.07
303.76
304.3
305.58
305.8
305.96
305.41
306.65
306.27
305.79
306.25
306.025
306.11
306.245
306.015
305.795
306.6
306.425
305.715
304.95
305.3
305.87
305.36
304.95
304.49
304.86
304.63
304.12
304.93
304.93
304.93
304.93
305.305
305.47
305.6
305.14
305.28
305.34
305.34
305.65
306.12
306.11
306.33
306.095
306.49
306.73
306.73
307.4
307.6
307.1
306.565
306.565
307.06
306.82
306.33
306.33
306.76
306.64
307.05
307.31
307.31
307.06
306.62
306.58
306.58
306.53
306.74
306.09
305.91
305.6
305.6
305.58
305.58
305.56
304.72
305.15
304.99
305.355
305.355
305.67
305.85
305.9
305.9
305.9
306.36
307.02
307.19
307.02
306.5
306.5
306.25
306.395
306.1
306.1
306.57
306.22
306.22
307.065
307.065
307.94
307.71
307.67
307.67
307.84
307.63
307.76
307.735
307.57
307.9
307.615
307.615
307.55
307.595
307.61
307.29
306.86
307.07
306.84
306.86
306.97
306.97
307.12
307.12
307.12
307.12
306.32
306.48
306.48
306.42
306.42
306.505
306.6
305.94
306.1
306.1
306.0
306.0
306.075
306.0
306.08
306.08
306.08
305.93
305.93
306.315
306.315
306.375
306.375
306.38
306.12
306.255
306.255
306.4
306.68
306.255
306.5
306.45
306.45
306.45
305.37
305.345
304.99
305.21
305.8
305.98
305.81
305.56
305.47
305.47
305.47
305.65
305.65
306.02
306.02
306.13
305.995
305.52
305.52
305.52
305.52
305.305
305.305
306.555
306.55
306.54
306.465
306.27
306.27
306.27
306.33
306.41
306.52
306.29
306.29
306.0
306.2
306.115
306.175
306.11
306.11
306.45
306.45
306.345
306.145
306.075
306.08
306.08
306.14
306.06
306.06
306.06
305.7
305.73
305.52
305.52
305.52
305.52
305.52
305.5
305.38
305.51
305.505
305.61
305.41
305.725
305.76
305.67
305.625
304.83
304.5
304.47
304.43
304.47
304.53
304.39
304.145
304.04
304.245
304.28
303.885
303.62
303.95
304.125
304.03
303.845
304.01
304.01
304.0
304.11
304.11
304.11
304.55
304.3
304.49
304.455
304.32
304.73
304.2
303.985
304.105
303.925
303.88
303.43
303.0
303.02
302.97
302.87
303.11
303.11
303.21
303.04
302.97
302.97
302.65
302.24
302.5
302.18
302.11
302.44
303.52
303.07
303.5
303.2
303.2
303.12
303.12
302.54
302.41
302.66
302.61
302.61
302.23
301.57
301.46
301.16
301.355
301.31
300.73
300.72
300.69
300.72
300.87
300.89
301.56
301.3
300.65
300.65
300.99
300.65
300.52
300.52
300.75
300.45
300.35
299.745
299.63
299.73
299.62
299.64
299.89
300.09
299.84
300.16
300.28
299.59
299.98
299.9
299.75
299.7
300.31
300.135
299.99
300.08
299.89
300.07
300.21
300.27
300.25
300.44
300.525
300.48
300.59
300.94
300.58
300.89
301.08
301.225
301.5
301.28
301.1
301.1
300.91
304.35
302.055
300.69
300.84
302.07
302.62
303.32
302.44
301.46
300.53
300.53
300.53
300.53
301.29
301.6
301.93
302.125
301.58
302.055
301.18
300.28
300.9
301.0
301.105
300.9
300.865
301.51
301.005
301.53
300.8
301.3
301.575
301.53
301.16
298.9
299.62
299.04
299.01
298.39
297.99
298.24
298.14
298.14
297.97
298.43
297.87
297.75
298.715
298.09
298.04
299.13
299.04
299.04
299.49
299.49
298.98
298.865
298.865
298.865
298.65
298.88
298.83
298.83
298.16
298.79
298.66
298.79
299.03
299.03
299.03
298.9
298.9
298.9
298.82
298.0
298.2
297.7
298.17
297.71
297.71
297.84
297.44
296.62
296.42
296.0
295.52
296.125
295.75
295.62
294.33
294.57
294.74
293.72
293.24
292.69
293.16
293.835
293.54
293.87
293.96
293.24
293.41
293.41
294.5
294.32
294.41
295.0
294.88
294.705
294.705
294.935
295.02
295.1
295.26
295.13
295.54
293.69
293.72
293.9
293.96
293.96
294.09
294.29
294.11
294.11
293.0
293.8
293.84
293.765
294.0
293.995
293.995
293.995
293.67
293.72
293.33
293.37
293.37
293.43
293.43
293.96
293.99
294.02
293.75
293.78
293.98
293.785
293.59
293.41
293.41
292.82
291.88
291.85
292.835
292.64
293.09
293.09
293.09
293.29
292.88
293.05
292.71
292.77
292.955
292.955
292.355
292.355
292.77
292.77
293.25
294.04
294.0
293.69
293.795
293.86
294.13
294.3
294.63
295.0
295.24
295.22
295.455
295.455
295.12
295.19
294.42
294.01
294.41
294.495
293.94
294.25
294.4
294.47
294.4
294.54
294.85
294.875
294.785
294.93
294.9
294.2
294.225
294.19
294.49
293.85
294.22
293.85
293.47
293.84
293.84
293.84
293.84
294.71
294.71
294.71
294.79
294.75
294.72
294.72
294.355
294.355
294.5
294.27
294.29
294.29
294.53
294.6
294.6
294.35
294.35
294.35
294.38
294.61
294.61
294.61
294.405
294.405
294.535
294.535
294.545
294.55
294.665
294.19
294.15
294.2
294.18
293.02
293.36
293.59
293.68
293.71
293.71
294.13
294.07
294.07
294.07
294.595
293.52
293.355
293.17
293.26
293.37
293.43
293.37
293.28
293.28
293.37
293.285
293.17
293.39
293.16
293.315
293.11
292.91
293.01
293.01
293.04
293.13
293.12
293.42
293.42
293.42
293.42
293.25
293.33
293.32
293.26
292.73
292.7
292.64
292.58
292.94
292.99
292.7
292.945
293.0
293.02
293.185
293.315
293.525
293.4
293.4
293.0
293.0
293.0
292.56
292.31
292.5
292.0
292.14
292.74
292.35
292.82
292.83
292.51
292.81
292.81
292.88
292.88
292.47
292.75
292.97
292.74
292.74
292.64
292.83
292.795
292.75
292.815
293.24
293.24
292.915
292.49
292.34
292.34
292.39
292.38
292.37
292.37
292.58
292.58
292.65
292.46
292.57
292.55
292.61
292.59
292.64
292.88
292.86
292.965
293.0
293.2
294.37
293.76
294.04
293.85
293.94
294.15
294.33
294.59
294.57
294.47
294.855
294.77
294.76
294.98
294.82
294.8
294.76
294.775
295.0
294.86
294.64
294.26
294.75
294.7
294.87
294.7
294.645
294.74
294.77
294.78
294.82
295.16
295.23
295.325
295.52
295.57
294.99
293.0
292.26
292.55
292.69
293.0
292.0
291.13
291.825
292.46
292.23
292.58
291.64
291.03
291.0
290.11
290.32
290.265
289.86
290.195
290.08
290.08
290.61
290.61
290.61
290.43
290.44
290.44
289.78
289.305
289.46
288.69
288.25
288.25
288.685
288.65
288.24
288.345
288.62
288.6
288.6
287.85
287.49
287.42
287.17
287.01
286.62
286.405
286.05
286.155
286.24
286.725
287.13
287.4
287.34
286.945
286.63
286.72
286.565
286.44
286.365
286.72
286.22
286.3
285.52
285.175
284.52
285.05
285.24
285.0
285.0
285.435
284.49
283.62
283.72
283.83
284.565
285.11
284.96
284.49
284.08
284.19
284.245
284.76
284.66
284.99
284.72
284.75
284.87
284.87
284.44
285.005
285.035
285.22
285.03
284.92
284.83
284.83
285.19
284.93
284.06
283.835
283.5
283.88
283.915
283.6
283.83
284.345
284.425
284.14
284.14
283.715
283.37
283.37
284.035
284.13
284.13
284.05
284.04
283.75
283.16
283.02
283.09
283.405
282.93
283.29
283.285
283.23
282.56
282.2
281.87
282.39
282.51
282.23
282.7
282.41
282.32
282.32
282.16
281.71
281.52
281.52
281.485
281.61
281.02
280.83
281.46
281.4
281.135
281.265
281.36
281.46
281.3
281.96
281.72
281.67
282.05
282.03
281.35
281.27
281.21
281.2
281.025
281.4
280.66
280.78
280.93
280.93
280.0
280.125
279.76
279.8
279.9
279.48
278.71
278.9
278.68
278.11
278.48
278.61
278.92
279.0
279.1
279.645
279.97
280.26
280.61
280.5
280.04
279.86
280.22
280.42
280.43
280.155
280.09
280.09
280.5
280.77
281.21
281.01
281.06
281.28
281.45
281.49
281.255
280.89
281.2
280.65
280.14
280.37
279.63
279.37
280.0
280.06
280.06
280.58
280.66
280.465
280.33
280.33
280.53
280.63
280.44
280.09
279.89
279.89
279.21
279.28
279.25
279.38
279.38
278.99
278.58
278.675
278.75
278.75
278.75
278.92
278.96
279.46
279.22
279.22
279.02
278.6
279.26
279.26
278.93
278.5
278.91
279.14
279.26
279.46
279.84
280.18
279.88
279.9
279.9
278.73
278.8
279.21
279.2
278.78
278.98
279.3
279.16
279.2
278.74
278.755
278.755
278.31
278.04
278.54
278.84
278.69
278.71
279.15
278.57
278.57
278.7
278.74
278.825
278.84
279.11
279.18
279.72
279.57
279.54
279.65
279.025
278.98
278.98
278.92
279.29
279.295
279.4
279.155
278.835
278.87
278.755
278.755
279.24
279.36
279.29
279.275
279.355
279.585
280.43
281.39
281.66
281.775
282.06
281.6
281.0
281.73
281.165
281.39
281.13
281.18
281.28
281.19
281.345
281.4
281.11
280.925
280.865
281.1
282.01
282.01
281.625
281.605
281.84
281.28
281.575
281.8
281.6
281.85
281.805
282.25
282.81
283.13
283.235
283.1
282.5
282.61
282.61
282.475
282.475
282.72
282.74
282.74
283.115
