BIDU
221.24
221.66
222.17
221.34
221.2
221.135
220.78
219.99
219.81
219.81
219.54
220.01
220.675
220.1
219.69
220.305
220.41
220.27
220.08
220.14
220.02
219.875
219.775
219.14
219.02
219.38
219.065
218.82
219.17
219.17
219.17
218.315
218.91
218.98
218.99
218.81
219.34
219.34
219.08
218.4
218.845
218.58
218.58
218.47
218.92
219.19
219.16
219.175
219.015
218.85
218.82
219.2
219.11
219.08
218.95
218.95
218.95
218.91
218.73
218.87
219.04
218.44
218.6
218.0
217.735
217.665
217.63
217.75
217.75
217.75
217.43
217.43
217.625
217.67
217.75
218.03
218.385
218.35
218.575
218.84
219.12
219.12
218.93
218.77
218.81
218.66
218.5
218.4
218.34
218.44
218.255
218.255
218.04
218.04
218.04
218.04
218.04
218.04
218.62
218.62
218.62
218.98
218.98
219.135
219.21
219.34
219.34
219.34
219.35
219.35
219.35
219.66
219.65
219.95
219.95
219.95
219.95
220.0
220.02
220.06
219.67
219.67
219.57
219.61
219.38
219.375
219.375
219.375
219.375
219.04
218.63
219.06
219.055
219.055
219.055
219.02
219.205
219.37
219.37
219.37
219.66
219.41
219.11
219.25
218.97
218.97
218.97
219.56
219.54
219.62
219.62
219.72
219.72
219.72
219.72
219.72
219.97
219.97
219.97
219.97
219.97
219.97
219.97
219.935
219.835
220.0
219.925
219.75
219.75
219.75
219.75
219.75
218.97
218.855
218.855
218.855
218.855
218.855
219.13
219.13
219.17
218.96
218.92
219.05
219.05
219.05
219.05
219.05
219.44
219.44
219.85
219.64
219.64
219.64
219.64
219.58
219.58
219.58
219.58
219.58
219.58
219.58
219.58
219.58
218.84
218.84
218.98
218.98
218.98
219.03
219.03
219.03
218.93
218.93
218.93
218.93
218.755
218.755
218.52
218.62
218.62
219.035
218.865
218.865
218.865
218.865
218.865
219.065
219.065
219.065
218.96
219.22
219.22
219.28
219.31
219.31
218.935
218.88
218.88
218.77
218.77
218.77
219.15
219.28
219.2
219.2
219.35
219.41
219.24
219.24
219.35
219.355
219.355
219.355
219.0
218.95
218.95
218.95
218.95
218.95
218.95
219.27
219.27
219.27
219.01
219.1
219.1
219.1
219.1
218.99
219.04
218.93
218.96
218.96
218.775
218.88
218.88
218.88
218.84
218.75
218.72
218.72
218.72
218.72
218.19
218.24
218.5
218.5
218.495
218.495
218.595
218.595
218.74
218.66
218.66
218.66
218.74
218.74
218.74
218.86
218.64
218.64
218.46
218.36
218.42
218.26
218.26
218.22
218.22
218.22
218.22
218.22
218.42
218.42
218.42
217.96
217.96
218.25
218.25
218.25
218.23
218.14
218.14
218.14
218.1
218.1
218.1
218.1
218.1
217.96
217.96
217.89
217.75
217.75
217.75
217.63
217.63
217.58
217.45
217.45
217.79
218.0
217.99
217.93
217.93
217.87
217.87
217.87
217.87
217.87
218.01
217.96
218.065
218.065
218.065
218.065
218.065
218.065
218.105
218.105
218.105
218.3
218.3
218.3
218.335
218.31
218.39
218.53
218.42
218.435
218.65
218.49
218.535
218.61
218.58
218.62
218.75
218.65
218.75
218.76
218.88
218.66
218.69
218.79
218.74
218.75
218.71
218.74
218.74
218.84
219.79
217.9
215.9
217.1
217.74
218.23
218.14
218.31
218.515
218.77
218.995
218.8
218.62
218.695
218.71
218.22
218.57
218.57
218.26
217.81
217.83
218.155
218.41
218.51
