MAR
128.485
128.485
128.485
128.485
128.485
128.485
128.485
128.485
128.485
128.485
128.485
128.485
128.485
128.485
128.485
128.485
128.485
127.375
127.36
127.235
127.235
127.14
127.235
127.36
127.395
127.395
127.37
127.37
127.37
127.37
127.31
127.3
127.3
127.055
126.83
126.955
126.955
126.955
126.955
126.955
126.955
127.23
127.28
127.28
127.28
127.245
127.24
127.24
127.25
127.31
127.33
127.25
127.295
127.25
127.25
127.25
127.25
127.24
127.24
127.24
127.24
127.24
127.24
127.24
127.0
127.15
127.15
127.15
126.89
126.89
126.89
126.76
126.76
126.76
126.76
126.76
126.9
126.9
126.95
126.95
126.95
126.95
127.04
127.04
127.04
127.04
127.04
127.04
127.04
127.05
127.05
127.05
127.1
127.1
127.16
127.17
127.17
127.17
127.17
127.17
127.215
127.215
127.215
127.215
127.215
127.19
127.19
127.19
127.265
127.2
127.245
127.245
127.245
127.245
127.245
127.245
127.475
127.45
127.45
127.45
127.39
127.39
127.39
127.39
127.39
127.39
127.39
127.46
127.46
127.46
127.46
127.45
127.48
127.63
127.63
127.63
127.63
127.63
127.69
127.69
127.64
127.64
127.64
127.625
127.625
127.625
127.625
127.625
127.625
127.625
127.625
127.625
127.61
127.61
127.61
127.61
127.61
127.63
127.63
127.62
127.62
127.62
127.62
127.52
127.52
127.52
127.52
127.52
127.49
127.49
127.49
127.49
127.43
127.43
127.46
127.46
127.46
127.46
127.46
127.46
127.325
127.325
127.325
127.325
127.325
127.325
127.325
127.325
127.325
127.325
127.325
127.46
127.46
127.46
127.46
127.46
127.29
127.29
127.29
127.29
127.29
127.29
127.155
127.155
127.155
127.155
127.155
127.155
127.155
127.14
127.165
127.165
127.105
127.095
127.12
127.12
127.1
127.09
127.09
127.09
127.09
127.11
127.175
127.155
127.185
127.14
127.14
127.13
127.13
127.42
127.4
127.36
127.36
127.36
127.35
127.35
127.305
127.305
127.305
127.25
127.27
127.27
127.27
127.27
127.27
127.24
127.265
127.265
127.295
127.28
127.29
127.29
127.29
127.28
127.28
127.2
127.21
127.22
127.22
127.22
127.22
127.22
127.22
127.16
127.09
127.09
127.095
127.04
127.04
127.045
127.07
127.07
127.06
127.06
127.06
127.06
127.06
127.06
127.06
126.95
126.95
126.95
126.95
126.95
126.95
127.02
127.05
127.05
127.05
127.05
127.03
127.03
127.005
126.975
126.975
126.99
126.99
126.99
126.98
126.96
126.96
126.96
126.895
126.89
126.89
126.88
126.86
126.78
126.68
126.65
126.665
126.69
126.76
126.76
126.62
126.68
126.68
126.75
126.81
126.79
126.74
126.66
126.59
126.625
126.57
126.525
126.53
126.65
126.55
126.52
126.545
126.51
126.46
126.485
126.49
126.43
126.46
126.42
126.3
126.34
126.32
126.25
126.15
126.19
126.34
126.31
126.38
126.37
126.335
126.3
126.345
126.41
126.39
126.33
126.31
126.38
126.43
126.25
126.25
126.27
126.28
126.29
126.23
126.15
126.175
126.125
126.13
126.085
126.01
126.07
126.09
126.045
126.01
126.04
126.025
126.105
126.095
126.095
126.2
126.185
126.085
126.055
126.125
126.145
126.115
126.1
126.03
125.995
125.985
125.97
126.26
126.26
126.26
126.26
126.25
126.25
126.25
126.25
126.25
125.945
125.96
125.96
125.96
125.96
125.96
125.96
126.28
126.29
126.29
126.29
126.36
126.36
126.385
126.385
126.385
126.73
126.73
126.73
126.67
126.67
126.535
126.62
126.71
126.71
126.59
126.61
126.67
126.67
126.62
126.62
126.62
126.62
126.63
126.63
126.715
126.715
126.79
126.795
126.72
126.57
126.57
126.57
126.51
126.48
126.41
126.41
126.41
126.36
126.36
126.36
126.36
126.36
126.36
126.36
126.36
126.36
126.36
126.495
126.495
126.495
126.495
126.495
126.445
126.445
126.465
126.41
126.41
126.41
126.41
126.41
126.41
126.41
126.41
126.41
126.41
126.41
126.41
126.41
126.41
126.2
126.21
126.21
126.17
126.17
126.17
126.22
126.22
126.22
126.28
126.28
126.28
126.28
126.28
126.28
126.28
126.44
126.44
126.44
126.44
126.47
126.46
126.5
126.5
126.5
126.495
126.48
126.48
126.48
126.5
126.48
126.5
126.455
126.455
126.45
126.46
126.36
126.38
126.4
126.435
126.36
126.33
126.38
126.38
126.51
126.47
126.345
126.315
126.315
126.41
126.42
126.48
126.43
126.51
126.51
126.45
126.45
126.46
126.48
126.44
126.47
126.5
126.42
126.42
126.42
126.42
126.41
126.41
126.41
126.41
126.515
126.44
126.5
126.5
126.5
126.5
126.41
126.41
126.49
126.47
126.5
126.5
126.5
126.5
126.5
126.5
126.5
126.4
126.4
126.4
126.4
126.4
126.45
126.47
126.43
126.44
126.43
126.42
126.42
126.42
126.3
126.34
126.34
126.34
126.34
126.34
126.34
126.34
126.37
126.36
126.36
126.36
126.36
126.36
126.36
126.27
126.27
126.27
126.27
126.27
126.31
126.31
126.33
126.33
126.34
126.34
126.34
126.37
126.37
126.37
126.37
126.37
126.37
126.37
126.37
126.37
126.25
126.25
126.25
126.25
126.21
126.21
126.21
126.21
126.21
126.1
126.1
126.1
126.1
126.1
125.99
125.99
126.0
126.0
126.0
126.0
125.97
125.965
125.965
125.965
125.965
125.965
125.82
125.88
125.8
125.8
125.8
125.8
125.8
125.8
125.8
125.8
125.8
125.8
125.8
125.79
125.74
125.74
125.74
125.74
125.74
125.74
125.62
125.66
125.66
125.66
125.95
125.95
125.95
125.95
125.95
125.94
125.94
125.94
125.94
125.94
126.0
125.95
125.95
125.95
125.96
125.96
125.96
126.005
125.99
125.99
125.99
125.99
125.99
125.95
125.95
125.95
125.95
125.95
125.95
125.92
125.85
125.85
125.85
125.85
125.73
125.6
125.52
125.42
125.545
125.46
125.38
125.38
125.41
125.5
125.5
125.5
125.5
125.5
125.24
125.28
125.28
125.28
125.2
125.2
125.23
125.25
125.18
125.18
125.265
125.295
125.27
125.27
125.27
125.27
125.31
125.31
125.27
125.27
125.27
125.03
125.03
125.05
125.025
124.96
124.92
124.85
124.81
124.655
124.54
124.53
124.44
124.46
124.485
124.5
124.54
124.52
124.53
124.51
124.51
124.57
124.55
124.55
124.5
124.5
124.475
124.475
124.45
124.44
124.54
124.54
124.545
124.61
124.61
124.58
124.53
124.515
124.55
124.565
124.555
124.61
124.74
124.735
124.72
124.65
124.58
""
""
124.245
124.185
124.185
124.035
124.21
124.33
124.33
124.04
124.06
124.06
124.06
124.245
124.245
124.245
124.16
124.015
123.865
123.865
123.64
123.64
123.7
123.7
123.53
123.53
123.53
123.73
123.73
123.73
123.73
123.76
123.695
123.7
123.7
123.7
123.7
123.56
123.625
123.61
123.61
123.61
123.3
123.3
123.3
123.11
123.17
123.17
123.17
123.17
123.17
123.17
123.17
123.17
123.17
123.17
123.17
123.17
123.17
123.17
122.86
122.86
122.86
122.72
122.73
122.62
122.69
122.615
122.635
122.64
122.52
122.49
122.49
122.49
122.62
122.62
122.54
122.54
122.54
122.55
122.61
122.59
122.62
122.62
122.62
122.55
122.53
122.51
122.51
122.36
122.55
122.52
122.52
122.51
122.51
122.51
122.51
122.51
122.51
122.51
122.51
122.47
122.47
122.62
122.63
122.63
122.54
122.53
122.53
122.6
122.6
122.6
122.52
122.495
122.495
122.495
122.635
122.62
122.61
122.61
122.535
122.535
122.535
122.525
122.53
122.53
122.51
122.51
122.435
122.28
122.37
122.36
122.4
122.305
122.27
122.33
122.4
122.32
122.32
122.32
122.32
122.35
122.38
122.38
122.34
122.395
122.315
122.315
122.32
122.315
122.3
122.255
122.23
122.115
122.025
121.81
121.74
121.87
121.93
121.93
121.93
121.93
121.93
121.72
121.675
121.61
121.57
121.585
121.545
121.65
121.64
121.63
121.63
121.63
121.64
121.665
121.66
121.66
121.77
