EXPE
129.89
129.89
129.89
130.17
130.29
130.485
130.485
130.38
130.38
130.38
130.06
130.06
130.06
130.06
130.06
130.06
130.06
129.81
129.81
129.81
129.81
129.81
129.81
129.81
129.22
129.22
129.22
129.1
129.1
129.1
129.1
129.1
129.51
129.51
129.51
129.51
129.51
129.51
129.51
129.51
129.51
129.51
129.51
129.51
129.51
129.51
129.51
129.44
129.44
129.585
129.585
129.585
129.585
129.585
129.6
129.6
129.6
129.79
129.63
129.8
129.8
129.8
129.8
129.79
129.7
129.7
129.7
129.53
129.53
129.53
129.53
129.53
129.53
129.34
129.34
129.34
129.55
129.55
129.55
129.55
129.55
129.55
129.73
129.73
129.73
129.73
129.55
129.57
129.57
129.58
129.58
129.58
129.58
129.58
129.58
129.58
129.58
129.58
129.58
129.91
129.91
129.91
129.91
129.91
129.91
129.79
129.79
129.79
129.79
129.52
129.63
129.63
129.63
129.63
129.63
129.63
129.63
129.63
129.63
129.63
129.63
129.63
129.63
129.63
129.63
129.63
129.57
129.36
129.29
129.29
129.29
129.4
129.4
129.4
129.4
129.4
129.4
129.4
129.4
129.4
129.52
129.52
129.52
129.52
129.52
129.52
129.52
129.52
129.52
129.52
129.52
129.52
129.52
129.74
129.74
129.74
129.74
129.63
129.63
129.62
129.62
129.51
129.51
129.51
129.51
129.51
129.51
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.53
129.9
129.89
129.89
129.97
129.97
129.89
129.89
129.82
129.8
129.8
129.8
129.8
129.8
129.8
129.8
129.8
129.8
129.8
129.8
130.085
130.085
130.085
130.085
130.085
130.085
130.085
130.085
130.085
130.085
130.085
130.085
130.09
130.09
130.09
130.09
130.09
130.09
130.09
130.09
130.09
130.09
130.09
130.09
129.89
129.89
129.89
129.89
129.89
129.89
129.89
129.89
129.89
129.89
129.89
129.89
129.89
129.89
129.89
129.83
129.83
129.83
129.83
129.83
129.83
129.83
129.83
129.83
129.83
129.83
129.83
129.83
129.57
129.55
129.55
129.5
129.5
129.515
129.5
129.505
129.505
129.505
129.505
129.505
129.505
129.505
129.8
129.8
129.8
129.78
129.78
129.78
129.78
129.78
129.78
129.78
129.78
129.78
129.925
129.925
129.925
129.895
129.895
129.895
129.77
129.77
129.77
129.77
129.79
129.79
129.74
129.74
129.74
129.64
129.64
129.64
129.7
129.6
129.6
129.6
129.6
129.6
129.6
129.65
129.65
129.65
129.65
129.65
129.65
129.65
129.65
129.57
129.57
129.57
129.57
129.48
129.64
129.64
129.64
129.46
129.455
129.455
129.5
129.55
129.5
129.42
129.42
129.16
129.355
129.355
129.355
129.32
129.255
129.26
129.26
129.265
129.23
129.23
129.16
129.16
129.16
129.16
129.16
129.12
129.18
129.18
129.18
129.2
129.11
129.13
129.13
129.13
129.295
129.295
129.295
129.3
129.31
129.31
129.29
129.29
129.46
129.43
129.43
129.47
129.43
129.37
129.42
129.4
129.33
129.23
129.175
129.11
129.06
128.9
128.91
128.895
128.835
128.79
128.97
127.66
127.66
127.66
127.66
127.66
127.37
127.265
127.38
127.24
127.005
127.485
127.54
127.45
127.45
127.4
127.51
127.51
127.3
127.26
127.26
127.26
127.11
127.4
127.24
127.24
127.24
127.58
127.58
127.58
127.58
127.83
128.13
128.13
128.13
128.46
128.48
128.35
128.35
128.38
128.38
128.38
128.38
128.38
128.38
128.38
128.38
128.38
128.38
128.38
128.38
128.38
128.38
128.03
128.03
128.03
128.03
128.03
128.03
128.03
128.03
128.16
128.16
128.215
128.215
128.215
128.17
128.17
128.17
128.17
128.085
128.085
128.085
128.085
128.085
128.245
128.245
128.235
128.235
128.235
128.235
128.235
128.235
128.235
128.235
128.235
127.86
128.07
128.07
