ADP
150.52
150.52
150.52
150.75
150.75
150.785
150.68
150.69
150.705
150.705
150.29
150.29
150.29
150.66
150.66
150.76
150.76
150.76
150.63
150.57
150.57
150.44
150.44
150.44
150.44
150.44
150.44
150.44
150.44
150.54
150.54
150.54
150.54
150.46
150.46
150.335
150.31
150.31
150.31
150.31
150.31
150.42
150.42
150.42
150.42
150.42
150.42
150.42
150.42
150.42
150.42
150.42
150.42
150.42
150.42
150.42
150.42
150.42
150.42
150.59
150.59
150.59
150.59
150.59
150.59
150.635
150.6
150.6
150.6
150.6
150.65
150.705
150.71
150.71
150.71
150.71
150.71
150.83
150.86
150.97
150.97
150.97
150.92
150.92
150.92
150.82
150.74
150.69
150.69
150.69
150.61
150.51
150.51
150.58
150.58
150.58
150.58
150.58
150.58
150.58
150.58
150.725
150.725
150.725
150.725
150.68
150.68
150.68
150.68
150.68
150.785
150.77
150.84
150.84
150.84
150.84
150.84
150.85
150.8
150.8
150.8
150.8
150.8
150.8
150.78
150.78
150.82
150.79
150.77
150.77
150.77
150.77
150.77
150.77
150.77
150.77
150.77
150.77
150.78
150.78
150.78
150.78
150.71
150.71
150.71
150.71
150.71
150.71
150.71
150.87
150.9
150.94
150.94
151.05
151.06
151.16
151.16
151.17
151.21
151.21
151.07
151.07
151.02
151.04
151.01
151.04
151.04
151.04
150.99
150.99
150.99
150.96
150.96
150.96
150.96
150.96
150.96
150.94
150.95
150.95
150.95
150.89
150.92
150.92
150.92
150.92
150.94
150.94
150.94
150.97
150.97
150.97
150.97
150.97
150.98
150.98
150.98
150.98
150.95
150.95
150.78
150.78
150.78
150.78
150.76
150.76
150.78
150.78
150.78
150.76
150.77
150.77
150.83
150.83
150.83
150.83
151.05
151.05
151.05
151.05
151.05
151.05
151.05
151.05
151.05
151.05
151.46
151.56
151.62
151.62
151.62
151.62
151.62
151.62
151.47
151.47
151.47
151.33
151.47
151.47
151.47
151.47
151.47
151.47
151.47
151.47
151.47
151.61
151.61
151.77
151.77
151.81
151.81
151.81
151.9
151.9
151.9
151.9
151.9
151.93
151.93
151.93
151.93
151.93
151.93
151.99
151.99
151.99
151.99
152.12
152.01
152.01
152.01
152.09
152.05
152.06
152.06
152.09
152.09
152.09
151.95
151.95
151.9
151.935
151.935
151.98
151.96
151.96
151.99
151.99
152.03
152.03
152.03
152.215
152.25
152.18
152.11
152.13
151.95
151.95
151.96
151.96
151.96
151.93
151.93
151.93
151.93
151.93
151.93
151.93
151.93
151.93
151.89
151.89
151.76
151.76
151.76
151.76
151.76
151.76
151.76
151.76
151.76
151.76
151.76
151.76
151.76
151.705
151.71
151.71
151.71
151.71
151.56
151.59
151.59
151.59
151.59
151.59
151.64
151.64
151.64
151.64
151.585
151.585
151.585
151.585
151.585
151.585
151.48
151.44
151.46
151.41
151.41
151.41
151.425
151.425
151.425
151.425
151.47
151.47
151.63
151.625
151.625
151.64
151.62
151.62
151.56
151.56
151.515
151.57
151.57
151.57
151.67
151.69
151.675
151.74
151.73
151.74
151.74
151.73
151.75
151.67
151.635
151.65
151.59
151.675
151.71
151.65
151.7
151.77
152.71
152.66
152.66
152.4
152.4
152.42
152.22
152.4
152.11
152.13
152.12
152.12
152.12
152.12
152.12
152.12
152.12
152.12
151.885
151.885
151.885
151.885
151.885
151.885
151.885
152.325
152.325
152.325
152.325
152.68
152.68
152.68
152.68
152.68
152.68
152.71
152.71
152.71
152.71
152.71
152.71
152.71
152.71
152.71
152.88
152.88
152.82
152.93
153.04
153.04
153.04
153.13
153.13
153.13
153.24
153.24
153.285
153.27
153.28
153.415
153.415
153.415
153.415
153.415
153.415
153.415
152.98
152.92
152.925
152.955
152.9
152.9
152.9
152.9
152.9
152.785
152.69
152.69
152.69
152.69
152.66
152.605
152.57
152.57
152.56
152.61
152.625
152.625
152.625
152.625
152.45
152.45
152.45
152.45
152.45
152.5
152.5
152.5
152.5
152.5
152.5
152.5
152.45
152.415
152.415
152.565
152.57
152.55
152.565
152.63
152.715
152.76
152.76
152.82
152.84
152.9
152.9
153.03
153.07
152.875
152.885
152.885
152.85
152.85
152.89
152.89
152.89
152.89
152.89
152.89
152.89
152.53
152.6
152.61
152.62
152.53
152.53
152.63
152.64
152.64
152.6
152.6
152.6
152.57
152.57
152.56
152.56
152.56
152.55
152.57
152.57
152.57
152.57
152.57
152.57
152.57
152.57
152.46
152.46
152.46
152.46
152.46
152.43
152.43
152.43
152.43
152.43
152.36
152.35
152.35
152.35
152.35
152.35
152.34
152.34
152.34
152.34
152.34
152.34
152.34
152.22
152.225
152.23
152.27
152.265
152.265
152.28
152.26
152.26
152.23
152.23
152.185
152.185
152.13
152.12
152.11
152.11
152.0
152.0
152.0
151.88
151.85
151.85
151.85
151.97
151.97
151.97
151.97
151.97
151.97
151.97
151.97
151.97
151.97
151.97
151.97
152.02
152.02
152.13
152.13
152.13
152.13
152.13
152.13
152.32
152.27
152.27
152.29
152.375
152.33
152.38
152.375
152.27
152.27
152.27
152.11
152.11
152.11
152.11
151.98
151.98
152.03
152.03
151.965
151.92
151.92
151.92
151.83
151.83
151.81
151.78
151.78
151.78
151.72
151.72
151.72
151.72
151.78
151.88
151.88
151.88
151.92
151.92
151.92
151.795
151.795
151.795
151.83
151.82
151.82
151.77
151.79
151.9
151.92
151.92
151.99
151.97
151.97
151.97
151.98
151.98
151.98
152.01
152.01
152.01
152.01
151.98
152.0
152.01
151.99
151.99
151.99
151.96
151.97
151.97
151.97
151.98
152.02
152.02
152.02
152.02
152.1
152.04
152.04
152.04
151.76
151.72
151.72
151.72
151.72
151.85
151.85
151.73
151.73
151.73
151.73
151.81
151.85
151.77
151.71
151.65
151.66
151.66
151.66
151.66
151.57
151.56
151.6
151.6
151.65
151.635
151.635
151.58
151.58
151.58
151.7
151.7
151.73
151.74
151.74
151.74
151.66
151.59
151.61
151.66
151.66
151.66
151.66
151.66
151.66
151.49
151.49
151.49
151.6
151.58
151.58
151.58
151.38
151.37
151.37
151.37
151.37
151.37
151.62
151.57
151.57
151.57
151.57
151.57
151.57
151.66
151.625
151.625
151.67
151.67
151.74
151.81
151.85
151.85
151.71
151.77
151.77
151.7
151.685
151.71
151.7
151.69
151.62
151.62
151.59
""
""
""
""
""
151.22
151.035
150.8
150.8
150.77
150.77
150.77
150.77
150.68
150.63
150.71
150.71
150.71
150.71
150.71
150.71
150.71
150.71
150.71
150.53
150.53
150.53
150.53
150.53
150.61
150.61
150.61
150.61
150.355
150.355
150.37
150.37
150.37
150.05
150.05
150.05
150.16
150.16
150.21
150.21
150.21
150.21
150.18
150.18
150.135
150.135
150.135
150.135
150.135
150.135
150.135
150.135
149.75
149.75
149.725
149.725
149.725
149.66
149.66
149.57
149.57
149.57
149.61
149.73
149.73
149.73
149.52
149.43
149.47
149.47
149.47
149.47
149.47
149.36
149.29
149.52
149.535
149.45
149.49
149.49
149.5
149.5
149.44
149.42
149.42
149.45
149.46
149.46
149.45
149.5
149.45
149.47
149.39
149.4
149.4
149.41
149.35
149.41
149.41
149.41
149.21
149.14
149.14
149.21
149.16
149.14
149.05
149.07
149.07
149.13
149.08
149.15
149.15
149.17
149.19
149.3
149.27
149.29
149.18
149.32
149.31
149.27
149.39
149.39
149.26
149.24
149.43
149.51
149.55
149.47
149.47
149.61
149.61
149.63
149.545
149.455
149.43
149.51
149.51
149.57
149.57
149.55
149.55
149.55
149.46
149.36
149.42
149.42
149.42
149.37
149.37
149.49
149.49
149.49
149.49
149.47
149.44
149.44
149.44
149.31
149.25
149.21
149.2
149.23
149.25
