VRTX
193.51
193.51
193.51
193.51
193.51
193.51
193.51
193.51
193.51
193.51
191.67
191.67
191.7
191.7
191.7
191.78
191.78
191.79
191.79
191.79
191.885
191.885
191.885
191.885
191.885
191.885
191.885
191.885
191.885
191.53
191.53
191.53
191.53
191.53
191.53
191.35
191.35
191.35
191.35
191.35
191.35
191.35
191.35
191.35
191.555
191.555
191.555
191.555
191.555
192.03
192.03
192.03
192.03
191.72
191.715
191.73
191.75
191.75
191.7
191.685
191.6
191.655
191.75
191.65
191.65
191.685
191.685
191.685
190.81
190.81
191.07
191.07
191.07
191.07
190.815
190.815
191.04
191.04
191.07
191.315
191.6
191.45
191.52
191.44
191.44
191.095
191.095
191.1
191.1
191.1
191.255
191.255
191.255
191.255
191.34
191.325
191.33
191.37
191.465
191.465
191.41
191.495
191.495
191.36
191.35
191.27
191.27
191.27
191.27
191.27
191.3
191.35
191.35
191.4
191.4
191.4
191.4
191.355
191.355
191.34
191.34
191.18
191.04
191.02
191.05
191.07
191.07
191.0
190.94
190.94
191.085
191.115
191.335
191.335
191.4
191.4
191.3
191.4
191.39
191.39
191.39
191.39
191.39
191.28
191.28
191.63
191.63
191.63
191.63
191.63
191.63
191.63
191.83
191.77
191.77
191.77
191.645
191.645
191.84
191.835
191.835
191.84
191.86
191.86
191.86
191.86
191.82
191.825
191.825
191.87
191.88
191.88
191.88
191.88
192.08
192.08
192.08
192.12
192.12
192.24
192.24
192.24
192.395
192.49
192.565
192.47
192.47
192.47
192.395
192.43
192.425
192.42
192.39
192.39
192.39
192.255
192.07
192.07
192.07
192.07
192.07
192.07
191.96
191.79
191.79
191.79
191.6
191.6
191.6
191.795
191.795
191.89
191.89
191.89
191.89
191.94
191.905
191.9
191.9
191.895
191.915
191.87
191.87
191.93
191.93
191.93
191.93
191.905
191.905
191.905
191.92
191.92
191.92
191.5
191.5
191.475
191.495
191.495
191.45
191.49
191.57
191.57
191.57
191.485
191.485
191.485
191.475
191.475
191.525
191.525
191.525
191.525
191.525
191.525
191.525
191.525
191.705
191.68
191.68
191.72
191.72
191.72
191.72
191.72
191.72
191.655
191.655
191.75
191.75
191.75
191.75
191.75
191.75
191.59
191.63
191.63
191.62
191.62
191.62
191.62
191.59
191.59
191.535
191.505
191.505
191.505
191.57
191.6
191.67
191.635
191.635
191.65
191.88
191.88
191.75
191.77
191.85
191.85
191.85
191.875
191.875
191.795
191.79
191.775
191.785
191.785
191.785
191.585
191.585
191.585
191.585
191.585
191.71
191.71
191.55
191.55
191.55
191.55
191.55
191.43
191.56
191.52
191.565
191.565
191.565
191.565
191.565
191.565
191.565
191.565
191.565
191.5
191.5
191.5
191.5
191.49
191.49
191.36
191.36
191.36
191.57
191.57
191.57
191.57
191.37
191.18
191.24
191.19
191.07
190.96
190.96
191.16
191.0
191.0
191.06
191.06
191.2
191.16
191.16
191.16
191.17
191.17
191.43
191.495
191.59
191.38
191.42
191.555
191.55
191.6
191.615
191.74
191.72
191.72
191.74
191.845
191.92
191.86
191.86
191.93
191.89
191.82
191.82
191.885
191.87
191.93
191.945
191.9
191.99
191.96
""
""
""
""
192.28
192.0
191.92
191.93
192.185
192.56
192.185
191.95
191.965
191.965
191.66
191.66
191.66
191.78
191.78
191.81
191.81
192.0
191.99
191.99
192.49
192.535
192.625
192.625
192.95
192.79
192.79
192.79
192.375
192.375
192.39
192.39
192.39
192.455
192.47
192.47
192.47
192.72
192.47
192.54
192.62
192.45
192.45
192.45
192.015
191.96
191.995
192.15
192.15
192.205
192.205
192.205
192.205
192.205
192.205
192.205
192.205
192.14
192.29
192.25
192.25
192.21
192.21
192.14
192.14
192.15
192.14
192.14
192.14
192.14
192.2
192.25
192.185
192.245
192.245
192.25
192.19
192.19
192.19
192.19
192.19
192.19
192.19
192.17
192.175
192.12
192.07
192.15
192.15
192.37
192.11
192.11
192.11
192.11
192.11
192.11
192.11
192.11
192.17
192.17
192.17
192.17
192.04
192.04
191.615
191.615
191.915
191.915
191.94
191.93
191.93
191.93
191.93
192.06
192.0
192.09
192.08
192.08
192.08
192.08
192.08
192.02
192.02
192.02
192.02
192.16
192.16
192.16
192.04
192.04
192.04
192.09
192.04
192.035
192.05
192.045
192.09
192.09
192.09
192.09
192.0
192.0
192.04
192.04
192.145
192.145
192.145
192.145
192.18
192.18
192.125
192.065
192.145
192.145
192.145
192.11
192.11
192.11
