BIIB
354.32
353.445
352.8
351.79
351.15
351.15
351.54
351.54
351.54
351.54
351.54
352.73
352.73
352.73
352.73
352.73
352.73
351.99
351.99
351.99
351.99
351.45
351.45
351.345
351.525
351.54
351.54
351.54
350.985
351.09
351.09
351.09
351.09
350.62
350.62
350.25
350.25
350.11
350.11
350.11
350.11
350.11
350.11
349.32
349.32
349.32
349.32
349.32
349.32
349.32
349.32
349.15
349.15
348.47
348.47
348.47
348.47
348.47
348.47
348.47
348.47
348.47
348.85
348.85
348.85
348.85
347.845
347.95
347.95
347.525
347.525
346.92
346.92
347.03
347.12
346.965
346.965
346.965
346.965
346.965
346.775
346.43
346.62
346.62
346.62
346.225
346.225
346.225
346.44
346.44
346.44
346.44
346.44
346.44
346.465
346.465
346.465
346.465
346.84
346.84
346.84
346.84
346.84
346.84
347.68
347.68
347.555
347.62
347.62
347.62
347.615
347.57
347.57
347.41
346.845
346.845
346.845
346.845
346.845
346.845
345.5
344.4
344.4
344.4
344.4
345.275
345.5
345.51
345.51
345.51
346.49
346.49
346.49
346.49
347.43
346.63
346.63
346.63
346.63
346.63
346.63
346.63
346.63
346.63
347.19
347.19
347.19
347.19
347.45
347.45
347.5
347.4
347.4
347.4
347.4
347.4
347.4
347.3
347.3
347.3
347.3
347.43
347.465
347.465
347.465
347.4
347.4
347.46
347.46
347.46
347.46
347.15
347.34
347.34
347.34
347.29
347.29
347.29
347.46
347.46
347.44
347.44
348.75
348.75
349.59
349.59
348.65
347.52
347.52
348.88
348.24
348.24
348.24
348.24
348.24
348.24
348.24
348.24
348.24
348.24
348.24
348.1
348.1
348.1
347.61
347.61
347.61
347.61
347.61
347.61
347.61
347.61
347.61
347.61
347.61
347.61
347.81
347.81
347.81
347.79
347.79
347.79
347.79
347.265
347.38
347.38
347.38
347.38
347.38
347.3
347.14
347.14
347.14
347.0
347.0
346.895
346.83
346.18
346.18
346.18
346.38
346.38
346.68
346.68
346.68
346.68
346.68
346.59
346.59
346.59
346.59
346.94
346.94
346.94
347.06
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
347.2
346.77
346.91
346.91
346.91
346.91
346.91
347.0
347.0
347.0
346.67
346.67
346.575
346.67
346.67
346.67
346.67
346.67
346.67
346.67
346.67
346.67
346.67
346.8
346.8
346.8
346.8
346.8
346.8
346.67
346.67
346.67
346.67
346.67
346.67
346.67
346.69
346.69
346.69
346.69
346.69
346.735
346.74
347.0
347.0
347.0
346.68
346.67
346.67
346.53
346.53
346.8
346.8
346.2
346.2
346.11
346.11
346.11
345.6
345.67
345.67
345.67
345.67
345.51
345.51
344.75
345.07
345.07
345.07
345.25
344.88
345.3
345.46
345.09
345.09
345.09
345.09
345.09
345.09
345.09
345.09
345.09
345.13
345.13
345.13
345.13
345.09
345.28
345.36
345.36
345.36
345.36
345.94
345.94
345.94
345.94
345.85
345.7
345.7
345.37
345.37
345.37
345.37
345.24
345.25
345.33
""
""
345.73
345.58
345.58
344.85
344.85
344.85
344.85
344.85
344.85
344.85
344.85
344.85
344.85
344.85
345.225
345.225
345.225
345.225
345.225
345.225
345.61
345.61
345.61
345.61
345.61
345.61
346.64
346.785
346.785
347.32
347.04
347.04
347.04
347.04
347.04
347.04
347.51
347.51
347.51
347.51
348.43
348.43
348.77
348.78
348.68
348.68
348.68
348.68
348.68
349.81
349.8
350.33
350.33
350.33
350.235
350.235
350.235
350.235
350.235
350.235
350.235
350.235
350.235
350.235
350.235
350.235
350.235
348.67
348.67
348.67
348.67
348.67
348.67
348.67
348.73
348.73
348.73
348.73
349.46
349.46
348.97
348.97
348.97
348.97
349.42
349.42
349.42
349.42
349.33
349.33
349.33
349.33
349.33
349.33
349.33
349.33
349.24
349.19
349.19
349.19
349.19
349.19
349.19
349.19
349.19
349.17
349.17
349.17
349.17
349.38
349.31
349.31
349.31
349.31
349.71
349.71
349.71
350.2
350.61
350.81
350.81
350.81
350.81
350.81
350.58
350.58
350.58
350.93
350.91
350.91
350.91
350.82
350.82
350.82
350.82
350.82
350.82
350.51
350.51
350.51
351.03
351.03
351.03
351.03
351.03
351.03
351.03
351.03
351.03
351.03
351.03
351.03
351.03
351.03
351.03
350.805
350.805
350.805
350.805
351.01
351.01
351.01
351.01
350.815
350.75
350.75
350.75
350.75
351.36
351.6
351.97
351.97
352.805
352.805
352.805
352.18
352.18
352.18
352.18
352.18
351.55
351.42
351.42
351.4
351.4
351.375
351.375
351.365
351.365
351.72
351.72
351.51
351.51
351.51
351.51
351.51
351.9
352.24
352.24
352.24
352.24
352.24
352.0
351.995
351.995
351.995
351.995
351.995
351.995
352.035
352.035
352.035
352.035
352.015
352.015
352.125
352.125
352.125
352.125
352.125
352.125
352.125
352.125
352.125
352.125
352.125
351.69
351.69
351.69
351.69
351.41
351.41
351.68
351.68
351.68
351.815
351.815
351.815
351.815
351.815
351.815
351.815
351.815
351.815
351.815
351.815
351.815
352.0
352.0
352.0
352.0
352.0
352.355
352.355
352.355
352.355
352.355
352.355
352.35
352.35
352.35
352.59
352.59
352.59
352.59
352.59
352.59
352.59
352.59
352.59
352.59
352.59
351.94
351.9
351.9
351.9
351.99
351.99
351.99
351.99
351.99
351.99
351.685
351.685
352.01
352.01
352.3
352.3
352.3
352.3
352.3
352.3
352.3
352.3
352.3
352.3
352.33
352.33
352.33
352.33
352.33
352.33
352.33
351.94
351.94
351.94
352.36
352.36
352.75
352.75
352.75
352.75
352.75
352.555
352.635
352.635
352.565
352.535
352.535
352.53
352.265
352.265
352.265
351.46
351.46
351.33
351.305
350.715
351.0
351.79
351.69
351.69
351.69
351.69
351.69
351.69
