COST
233.925
233.925
234.71
234.71
235.57
235.17
235.33
235.33
235.33
235.33
235.33
235.33
235.33
235.33
235.96
235.92
236.08
236.08
236.27
236.27
236.27
236.27
236.49
236.54
236.54
236.54
236.45
236.45
236.45
236.31
236.22
236.22
235.99
235.945
235.945
235.965
235.965
235.965
236.17
236.17
236.22
236.16
236.16
236.2
236.2
236.43
236.43
236.55
236.45
236.45
236.45
236.52
236.68
236.68
236.56
236.58
236.57
236.59
236.63
236.63
236.645
236.645
236.645
236.645
236.38
236.355
236.355
236.1
236.05
236.04
236.04
236.04
236.27
236.27
236.27
236.53
236.54
236.61
236.66
236.94
236.99
236.77
236.885
236.885
236.885
236.68
236.68
236.68
236.68
236.68
236.68
236.68
236.56
236.56
236.58
236.58
236.59
236.515
236.42
236.42
236.42
236.42
236.42
236.42
236.42
236.67
236.67
236.67
236.67
236.65
236.65
236.65
236.65
236.64
236.46
236.46
236.46
236.46
236.4
236.42
236.42
236.42
236.695
236.695
236.91
236.91
236.71
236.71
236.71
236.71
236.71
236.71
236.845
236.845
236.845
236.845
236.845
236.845
237.105
237.2
237.19
237.19
236.985
236.985
237.08
237.08
237.08
237.08
237.08
237.08
237.08
237.08
237.33
237.33
237.33
237.33
237.4
237.4
237.4
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.52
237.11
237.12
237.12
237.12
237.12
237.12
237.12
237.2
237.2
237.15
237.055
237.055
237.0
237.0
237.0
237.0
237.0
236.975
236.975
236.975
236.975
236.975
236.975
236.975
236.975
236.975
236.975
236.975
236.975
237.12
237.12
237.12
237.13
237.13
237.12
237.12
237.12
237.12
237.12
237.12
237.12
237.12
237.12
237.12
237.12
237.34
237.34
237.34
237.34
237.34
237.34
237.34
237.34
237.34
237.34
237.28
237.28
237.28
237.24
237.24
237.24
237.24
237.24
237.24
237.21
237.21
237.24
237.24
237.24
237.24
237.24
237.24
237.24
237.24
237.24
237.24
237.24
237.24
237.02
237.02
237.02
237.02
237.045
237.055
237.11
237.11
237.11
237.11
237.12
237.12
237.12
237.22
237.22
237.18
237.18
237.18
237.18
237.21
237.21
237.21
237.21
237.21
237.28
237.26
237.19
237.19
237.22
237.2
237.15
237.06
237.06
237.14
237.14
237.08
237.1
237.1
237.1
237.08
237.08
236.98
236.98
236.98
236.98
236.98
236.68
236.7
236.7
236.7
236.7
236.7
236.7
236.67
236.67
236.67
236.67
236.67
236.41
236.41
236.49
236.49
236.49
236.49
236.49
236.3
236.33
236.33
236.33
236.34
236.29
236.29
236.12
236.12
236.12
236.115
236.03
236.09
236.09
236.07
236.07
235.84
235.8
235.8
235.84
235.86
235.86
235.86
236.07
236.07
236.07
236.07
236.1
236.1
236.1
236.12
236.12
236.12
236.06
236.05
236.05
236.01
236.01
236.13
236.22
236.22
236.23
236.23
236.25
236.27
236.3
236.26
236.32
236.23
236.22
236.23
236.36
236.35
236.36
236.46
236.49
236.495
236.35
236.395
236.185
236.4
236.55
236.58
236.46
236.53
236.26
235.74
235.995
235.995
236.22
236.17
236.17
236.14
235.97
236.12
236.12
236.26
236.26
236.26
236.21
236.2
236.195
236.195
236.51
236.51
236.585
236.54
236.705
236.785
236.785
236.58
236.82
236.675
236.93
236.815
236.815
236.815
236.6
236.64
236.53
236.53
236.395
236.38
236.4
236.4
236.35
236.35
236.35
236.235
236.17
236.02
236.2
236.105
235.87
235.87
235.99
235.96
235.88
235.88
235.88
235.88
235.875
235.775
235.685
235.69
235.69
235.69
235.74
235.74
235.74
235.79
235.79
235.79
235.79
235.79
235.82
235.81
235.81
235.81
235.81
235.81
235.81
235.81
235.775
235.83
235.83
235.83
235.83
235.8
235.88
235.88
235.88
235.88
235.88
235.68
235.68
235.68
235.68
235.66
235.61
235.56
235.56
235.56
235.56
235.56
235.33
235.17
235.23
235.23
235.23
235.23
235.23
235.23
235.23
235.23
235.23
235.23
235.41
235.41
235.41
235.41
235.39
235.39
235.29
235.29
235.26
235.26
235.26
235.26
235.26
235.26
235.26
235.26
235.26
235.26
235.26
235.26
235.26
235.26
235.26
235.37
235.37
235.37
235.37
235.37
235.37
235.37
235.37
235.4
235.4
235.4
235.4
235.35
235.35
235.35
235.205
235.205
235.22
235.22
235.22
235.22
235.22
235.22
235.22
235.22
235.22
235.22
235.22
235.19
235.19
235.19
235.18
235.18
235.06
235.0
235.0
235.0
235.0
235.0
234.89
234.89
234.89
234.84
234.84
234.84
234.84
234.84
234.84
234.84
234.84
234.57
234.57
234.57
234.57
234.57
234.57
234.65
234.65
234.65
234.65
234.65
234.65
234.65
234.65
234.65
234.61
234.61
234.61
234.61
234.62
234.62
234.62
234.61
234.61
234.56
234.56
234.56
234.56
234.56
234.56
234.6
234.615
234.68
234.78
234.77
234.78
234.79
234.74
234.74
234.74
234.74
234.71
234.71
234.56
234.56
234.56
234.56
234.53
234.48
234.48
234.3
234.37
234.37
234.37
234.37
234.37
234.37
234.315
234.315
234.12
234.12
234.12
234.12
234.12
234.12
234.12
234.12
234.12
234.12
234.12
234.12
234.12
234.32
234.32
234.32
234.32
234.32
234.42
234.42
234.52
234.58
234.58
234.58
234.6
234.64
234.63
234.63
234.63
234.63
234.63
234.58
234.58
234.58
234.58
234.58
234.5
234.5
234.5
234.5
234.5
234.41
234.475
234.475
234.475
234.36
234.43
234.43
234.44
234.38
234.38
234.38
234.38
234.28
234.11
234.11
234.11
234.11
234.11
234.11
234.11
233.8
233.8
233.82
233.85
233.85
233.77
233.76
233.67
233.67
233.6
233.5
233.42
233.46
233.54
233.57
233.55
233.575
233.52
233.56
233.49
233.47
233.51
233.51
233.56
233.56
233.56
233.56
233.56
233.53
233.53
233.53
233.26
233.26
233.26
233.105
232.835
232.92
233.0
233.03
233.18
233.17
233.24
233.23
233.23
233.23
232.9
232.89
232.89
232.96
232.96
232.96
232.88
232.91
232.97
233.09
232.93
232.91
232.84
232.82
232.745
232.745
232.85
232.88
233.025
233.015
233.02
233.04
233.04
233.13
233.16
233.23
233.255
233.145
233.13
233.13
233.09
233.05
233.11
234.125
233.51
232.155
232.91
232.91
232.165
233.13
232.98
232.98
232.98
232.98
232.345
232.175
232.13
231.96
232.0
232.0
232.0
232.12
232.12
232.12
232.12
232.12
232.2
232.0
232.0
232.25
231.98
231.98
231.98
231.98
231.98
231.98
231.88
231.82
231.86
231.885
231.885
231.885
231.885
232.09
232.26
231.92
231.92
231.92
231.92
231.675
231.675
231.36
231.23
231.23
231.16
230.95
231.07
230.78
230.78
230.99
231.0
231.0
230.91
230.91
231.09
231.015
231.015
231.07
231.085
231.26
231.25
231.29
231.29
231.25
231.23
231.23
231.53
231.545
231.4
231.44
231.38
231.38
231.43
231.54
231.38
231.38
231.35
231.41
231.41
231.41
231.69
231.6
231.72
231.79
231.79
231.83
231.84
231.99
231.95
231.95
231.95
232.03
231.98
231.98
232.075
232.16
232.16
232.16
232.18
232.15
231.91
231.86
231.93
232.07
231.88
231.92
232.0
232.17
232.17
232.1
232.1
232.1
232.14
232.18
232.18
232.085
232.08
231.925
231.73
231.77
231.825
231.88
231.81
231.75
232.16
232.055
232.2
232.2
232.23
232.23
232.23
232.23
232.23
232.31
232.31
232.5
232.46
232.46
232.43
232.54
232.54
232.54
232.54
232.46
232.46
232.46
232.475
232.45
232.45
232.13
232.13
232.13
232.21
232.05
232.05
232.05
232.05
232.05
232.05
232.05
232.05
232.05
232.05
232.06
232.06
232.06
232.0
232.0
232.0
231.97
231.97
231.97
231.97
231.975
232.115
232.1
232.12
232.12
232.12
232.15
232.15
232.04
232.19
232.19
232.19
232.19
232.19
232.19
232.12
232.12
232.12
232.25
232.26
232.26
232.26
231.98
231.98
231.98
231.72
231.785
231.785
231.785
231.785
231.785
231.785
231.785
231.55
231.5
231.5
231.55
231.56
231.56
231.56
231.56
231.56
231.56
231.56
231.56
231.52
231.52
231.57
231.57
231.57
231.57
231.57
231.505
231.505
231.48
231.48
231.48
231.48
231.48
231.6
231.6
231.6
231.43
231.43
231.43
231.43
231.39
231.425
231.41
231.41
231.41
231.41
231.41
231.41
231.41
231.41
231.43
231.43
231.43
231.43
231.43
231.43
231.43
231.26
231.28
231.05
231.08
231.08
231.06
231.05
231.36
231.21
231.26
231.38
231.38
231.41
231.31
231.31
231.31
231.31
231.23
231.25
231.25
231.225
231.28
231.215
231.215
231.12
230.93
231.07
231.07
231.07
231.07
231.07
230.91
230.91
230.91
230.91
230.91
230.91
230.85
230.85
230.82
230.82
230.82
230.84
230.84
230.84
231.145
231.2
231.26
231.26
231.26
231.26
231.305
231.305
231.305
231.38
231.39
231.4
231.41
231.43
231.375
231.4
231.4
231.39
231.39
231.39
231.39
231.39
231.32
231.29
231.29
231.46
231.59
231.59
231.59
231.69
231.715
231.74
231.7
231.7
231.66
231.66
231.66
231.7
231.72
231.585
231.585
231.585
231.67
231.56
231.61
231.61
231.61
231.61
231.545
231.58
231.58
231.58
231.58
231.58
231.58
231.58
231.53
231.54
231.5
231.51
231.51
231.47
231.515
231.54
231.835
231.98
231.94
231.975
231.97
231.985
232.295
232.23
232.04
232.02
232.075
232.05
232.07
231.98
231.62
231.7
231.73
231.69
225.0
223.68
224.65
225.94
224.64
225.285
226.2
225.04
225.48
225.23
225.24
225.49
225.92
226.31
226.455
226.03
226.2
226.03
225.66
225.52
225.12
225.195
224.75
224.74
224.69
224.44
224.5
224.265
224.33
224.35
224.315
224.24
224.24
224.0
224.03
224.19
224.11
224.39
224.55
224.55
223.94
224.28
224.33
224.33
224.13
224.56
224.47
224.5
224.37
224.45
224.46
224.56
224.995
225.605
225.44
225.56
225.72
225.745
225.83
225.31
225.22
225.22
225.43
225.51
225.61
225.96
225.8
225.46
225.44
225.35
225.25
225.25
225.09
224.945
224.95
224.9
224.9
224.71
224.64
224.48
224.44
224.41
224.53
224.53
224.31
224.23
224.32
224.12
224.12
224.11
224.12
224.26
224.25
224.25
224.25
224.08
224.17
224.32
224.02
224.02
223.86
223.72
223.65
223.61
223.73
223.74
223.39
223.33
223.18
223.145
223.5
223.43
223.44
223.28
223.2
223.51
223.62
223.62
223.62
223.625
223.3
223.4
223.4
223.42
223.13
223.03
222.81
222.86
223.12
223.12
222.79
222.86
222.86
222.79
222.79
222.82
222.31
222.22
222.39
222.28
222.1
221.96
221.92
222.07
222.07
221.93
222.07
222.23
222.05
222.05
222.07
222.03
222.11
222.15
222.26
222.45
222.45
222.39
222.39
222.39
222.39
222.01
221.83
221.82
221.86
222.0
222.0
221.9
221.87
221.41
221.53
221.3
221.15
221.36
221.27
221.02
220.92
221.16
221.16
221.26
221.01
221.12
221.12
220.56
220.56
220.56
220.78
220.78
220.74
220.7
220.7
220.49
220.49
220.49
220.4
220.89
220.89
221.19
221.19
221.01
220.92
220.85
220.765
220.62
220.58
220.655
220.49
220.21
220.3
220.12
219.92
219.67
219.7
219.64
219.97
219.97
219.97
219.97
219.97
219.62
219.62
219.62
219.62
219.62
219.62
219.65
219.72
219.64
219.81
219.97
219.94
219.86
219.58
219.58
219.72
219.69
219.61
219.46
219.38
219.5
219.61
219.61
219.63
219.53
219.33
219.09
218.87
218.52
218.57
218.73
218.73
218.77
218.77
218.94
219.27
219.29
219.42
219.35
219.25
219.04
219.245
219.185
218.94
219.21
219.19
219.09
219.26
219.15
219.15
219.28
219.085
219.1
219.1
218.83
218.79
218.9
218.98
218.94
218.94
218.71
218.62
218.56
218.615
218.61
218.61
218.6
218.605
218.47
218.6
218.61
218.96
218.82
218.89
218.91
218.89
219.16
219.25
219.05
219.415
219.14
219.11
219.24
219.165
219.21
219.15
219.125
219.2
219.065
219.075
218.985
219.015
218.86
219.18
219.2
219.03
219.05
219.06
218.79
218.79
218.56
218.57
218.57
218.52
218.445
218.445
218.445
218.32
218.365
218.36
218.3
218.26
218.3
218.28
218.36
218.215
218.4
218.32
218.37
218.325
218.11
218.07
218.22
218.35
218.36
218.34
218.29
218.16
218.365
218.345
218.18
218.12
218.05
218.24
218.15
218.065
218.0
218.0
217.86
217.96
218.03
217.97
217.89
217.85
217.89
217.89
217.9
217.89
218.0
218.03
217.99
217.96
218.045
218.055
218.4
218.57
218.64
218.76
218.74
218.75
218.99
218.97
219.12
219.17
219.17
219.43
219.25
219.16
219.05
218.85
218.805
220.35
220.545
221.5
221.275
221.675
221.5
221.4
221.39
221.075
221.16
220.83
220.885
220.95
221.0
221.08
221.01
220.945
220.99
221.045
220.94
221.1
221.73
221.79
222.08
221.85
221.85
221.955
222.07
222.12
222.19
222.2
222.07
222.29
222.18
222.18
222.16
222.25
222.02
222.02
222.19
222.19
222.17
222.09
222.02
222.02
222.225
222.225
222.25
222.15
222.14
222.26
222.33
222.41
222.6
222.51
222.7
222.78
222.8
222.8
222.8
222.67
222.67
222.74
223.09
223.03
223.02
223.04
223.11
223.11
223.1
223.13
223.13
223.18
223.18
223.24
223.275
223.285
223.285
223.285
223.25
223.22
223.35
223.4
223.45
223.62
223.62
223.495
223.55
223.68
223.73
223.6
223.195
223.135
223.275
223.31
223.42
223.2
223.03
223.06
223.01
223.01
223.13
223.13
223.13
222.91
222.91
222.925
222.83
222.85
222.9
223.1
222.99
222.99
222.99
223.23
223.23
223.07
223.07
223.07
222.79
222.79
222.43
222.28
222.28
222.4
222.39
222.4
222.4
222.21
222.07
222.07
221.89
221.89
221.89
222.18
222.18
222.13
222.13
222.13
222.26
222.26
222.45
222.4
222.4
222.4
222.51
222.51
222.51
222.51
222.66
222.645
222.76
222.76
222.76
222.76
222.76
222.83
222.65
222.65
222.82
222.71
222.71
222.71
222.71
222.71
222.71
222.71
222.64
222.52
222.52
222.52
222.56
222.56
222.53
222.64
222.64
222.64
222.64
222.55
222.55
222.55
222.55
222.26
222.23
222.23
222.23
222.29
222.29
222.29
222.29
222.29
222.29
222.29
222.35
222.35
222.26
222.26
222.125
222.29
222.17
222.17
222.17
222.14
222.14
221.96
221.96
221.96
221.96
221.96
221.77
221.73
221.71
221.91
221.86
221.86
221.86
221.86
222.01
222.11
222.17
222.13
222.16
222.29
222.29
222.3
222.23
222.26
222.02
221.96
221.96
221.96
222.0
222.0
222.0
222.0
222.0
222.0
222.0
222.0
222.0
222.0
222.32
222.34
222.32
222.445
222.44
222.495
222.45
222.585
222.62
222.66
222.735
222.76
222.635
222.66
222.79
222.88
222.88
222.95
222.86
222.86
222.88
222.88
223.07
223.07
223.07
222.9
222.9
222.995
223.07
223.01
222.95
222.95
223.23
223.18
223.36
223.235
223.41
223.44
223.51
223.43
223.39
223.39
223.39
223.41
223.47
223.49
223.415
223.375
223.47
223.5
223.68
223.73
223.66
223.65
223.64
223.76
223.69
223.63
223.82
224.06
224.0
224.03
224.065
224.035
223.97
223.87
223.87
223.89
224.03
223.965
223.965
224.05
224.0
223.82
223.76
223.7
223.7
223.97
223.98
224.06
224.08
224.0
223.82
223.7
223.7
223.79
223.79
223.7
223.6
223.63
223.83
223.84
223.86
223.81
223.745
223.745
223.66
223.62
223.83
223.8
223.81
223.82
223.85
223.91
223.92
223.93
224.01
224.025
224.05
224.1
224.13
224.13
224.08
223.99
223.91
224.01
223.91
223.91
223.91
224.07
223.99
224.09
224.16
224.18
224.11
224.14
224.27
224.26
224.305
224.39
224.39
224.48
224.425
224.405
224.395
224.325
224.18
224.21
224.19
224.065
224.15
223.95
223.98
224.0
224.03
223.88
223.93
223.97
223.8
223.99
223.705
223.05
223.425
223.58
223.975
223.975
223.89
223.96
223.96
223.96
224.53
224.53
223.685
223.67
223.7
223.7
223.7
223.7
223.97
224.025
224.3
224.32
224.075
224.075
223.97
224.15
223.82
223.82
223.96
223.96
223.955
223.925
223.42
223.38
223.35
223.35
223.51
223.51
223.75
223.75
223.68
223.68
224.02
223.83
223.79
223.79
223.78
223.96
224.01
224.01
224.01
224.01
224.01
224.01
224.01
224.01
224.01
224.04
223.99
223.99
223.99
224.14
224.31
224.3
224.59
224.51
224.7
224.7
224.7
224.7
224.82
224.82
224.82
224.88
224.88
224.88
224.88
224.88
224.88
224.905
224.63
224.63
224.45
224.425
224.425
224.425
224.425
224.45
224.45
224.45
224.22
224.22
224.22
224.22
224.24
224.04
224.04
224.04
224.04
223.84
223.84
223.84
223.83
223.83
223.83
223.83
223.83
223.83
223.6
223.6
223.74
223.9
223.9
223.9
223.745
223.745
223.83
223.83
224.0
223.99
223.99
223.8
223.8
223.8
223.8
223.72
223.67
223.77
223.785
223.785
223.94
223.94
223.94
223.86
223.86
223.86
223.72
223.68
223.68
223.68
223.84
223.84
223.84
223.84
223.84
223.84
223.86
223.86
223.87
223.88
223.88
224.07
224.015
224.015
224.015
223.92
223.92
223.92
223.92
223.92
223.92
223.77
223.77
223.77
223.56
223.56
223.62
223.62
223.62
223.62
223.4
223.4
223.4
223.4
223.4
222.99
222.99
222.99
222.99
222.89
222.89
222.9
222.9
222.9
222.815
222.815
222.815
223.04
223.04
223.04
223.04
223.04
223.04
223.04
222.66
222.66
222.66
222.77
222.83
222.83
222.99
222.83
222.83
