FB
162.02
162.06
161.92
161.53
161.61
161.28
161.4
161.13
161.05
161.1
160.755
160.72
160.9
160.5
160.35
160.585
160.41
160.36
160.47
161.02
161.44
161.25
161.11
161.175
160.92
160.835
161.04
160.77
160.795
160.91
160.93
160.56
160.66
160.6
160.58
160.42
160.32
160.18
160.18
160.06
160.135
160.26
160.33
160.22
160.15
160.12
160.05
159.72
159.62
159.7
159.9
159.83
159.78
159.825
160.16
160.355
160.15
159.98
160.045
160.21
160.12
160.14
160.3
160.06
160.01
159.89
159.66
159.71
159.48
159.5
159.35
159.19
159.27
159.42
159.38
159.6
159.71
159.59
159.58
159.63
159.98
160.03
160.005
160.0
159.975
160.03
160.025
159.9
159.8
159.72
159.54
159.505
159.3
159.22
159.24
159.4
159.41
159.38
159.5
159.62
159.71
159.665
159.6
159.635
159.605
159.62
159.56
159.49
159.55
159.43
159.485
159.45
159.62
159.8
159.86
159.78
159.77
159.74
160.03
160.05
160.2
160.07
160.25
160.315
160.22
160.14
160.115
160.19
160.03
160.08
160.03
160.18
160.1
160.13
160.08
160.41
160.41
160.42
160.55
160.5
160.46
160.33
160.01
160.05
160.045
160.04
160.03
160.05
160.0
160.12
160.32
160.5
160.52
160.43
160.39
160.4
160.4
160.32
160.37
160.5
160.36
160.29
160.26
160.09
160.035
160.085
159.91
159.99
159.97
160.02
160.06
160.04
160.01
160.0
160.01
159.76
159.6
159.79
159.94
159.92
160.025
159.965
159.94
160.0
159.935
159.98
159.72
159.76
159.78
159.69
159.88
159.96
159.94
159.995
159.99
159.92
159.83
160.015
160.06
160.06
159.93
159.82
159.85
159.795
159.74
159.83
159.75
159.74
159.735
159.685
159.82
159.795
159.83
159.81
159.785
159.75
159.68
159.655
159.57
159.74
159.85
159.9
159.96
160.03
160.02
160.01
160.0
159.97
160.1
160.13
160.14
160.2
160.23
160.12
160.1
160.16
160.09
160.06
160.07
160.13
160.13
160.14
160.14
160.14
160.15
160.11
160.11
160.12
160.13
160.13
160.21
160.28
160.27
160.27
160.25
160.255
160.11
160.08
160.02
160.0
160.06
159.97
160.02
160.0
159.98
160.2
160.18
160.19
160.2
160.25
160.07
159.89
159.97
159.84
159.87
160.12
159.79
159.76
159.98
159.82
159.76
159.78
159.73
159.66
159.75
159.76
159.75
159.785
159.77
159.765
159.72
159.76
159.755
159.67
159.74
159.76
159.9
159.99
159.98
159.945
160.1
160.09
160.07
160.04
160.05
160.05
159.92
159.78
159.81
159.87
159.87
159.92
159.885
159.8
159.88
159.84
159.97
159.99
159.95
159.93
159.99
160.0
160.03
160.01
159.94
160.0
160.01
159.96
160.0
159.985
159.88
159.77
159.8
159.68
159.565
159.59
159.53
159.53
159.49
159.49
159.48
159.52
159.515
159.515
159.47
159.29
159.27
159.21
159.18
159.23
159.1
159.2
159.15
159.15
159.15
159.34
159.4
159.35
159.21
159.26
159.27
159.34
159.38
159.405
159.41
159.27
159.18
159.21
158.89
158.71
158.85
158.76
158.76
158.735
158.76
158.86
158.95
158.91
158.94
158.91
159.08
159.16
159.13
159.035
158.98
158.99
159.055
158.98
159.01
159.23
160.31
160.02
160.05
160.19
160.81
161.15
160.48
160.395
160.55
160.46
160.53
160.505
160.48
160.8
161.05
160.93
160.815
160.82
160.82
160.74
160.87
161.08
161.51
161.47
161.505
161.33
161.13
160.88
161.02
161.1
161.09
161.22
161.42
161.65
161.59
161.58
161.66
161.42
161.375
161.28
161.19
161.09
161.16
161.06
161.09
160.93
161.15
160.935
160.87
160.75
160.95
160.94
160.92
161.01
160.92
161.01
160.91
160.88
160.89
160.95
160.93
161.08
161.27
161.13
161.13
161.055
161.07
160.97
160.71
160.57
160.54
160.73
160.77
160.77
160.72
160.89
160.92
160.92
160.9
160.98
160.89
160.75
160.82
160.87
160.82
160.73
160.76
160.61
160.61
160.59
160.4
160.53
160.49
160.455
160.46
160.57
160.51
160.52
160.82
160.74
160.88
161.1
161.35
161.36
161.54
161.91
162.24
162.01
162.31
162.33
162.36
162.41
162.27
162.16
162.09
162.08
162.06
162.07
162.27
162.29
162.24
162.25
162.4
162.27
162.15
161.85
161.8
161.83
161.8
161.58
161.7
161.63
161.64
161.77
161.81
161.73
161.8
161.87
161.93
161.92
162.225
162.215
162.31
162.18
162.21
162.22
162.22
162.26
162.46
162.41
162.4
162.35
162.33
162.36
162.62
162.54
162.395
162.31
162.28
162.21
162.26
162.33
162.5
162.41
162.4
162.355
162.41
162.4
162.51
162.62
162.62
162.67
162.61
162.61
162.67
162.46
162.425
162.38
162.375
162.51
162.49
162.45
162.39
162.42
162.43
162.42
162.44
162.32
162.21
162.19
162.23
162.16
162.26
162.33
162.37
162.405
162.4
162.395
162.47
162.64
162.63
162.63
162.72
162.8
162.62
162.77
162.75
162.81
162.85
162.69
162.655
162.705
162.83
162.78
162.78
162.88
162.77
162.74
162.74
162.79
162.76
162.77
162.77
162.81
162.86
162.86
162.76
162.79
162.77
162.72
162.75
162.73
162.49
162.53
162.63
162.54
162.56
162.55
162.58
162.55
162.55
162.59
162.59
162.495
162.49
162.46
162.55
162.68
162.75
162.77
162.74
162.8
162.85
162.85
162.85
162.89
162.91
162.89
162.83
162.83
162.83
162.82
162.805
162.83
162.755
162.795
162.74
162.84
162.94
163.06
163.2
163.32
163.28
163.34
163.26
163.36
163.3
163.34
163.29
163.3
163.37
163.41
163.55
163.475
163.62
163.49
163.41
163.31
163.335
163.33
163.23
163.285
163.245
163.18
163.17
163.205
163.23
163.15
163.07
163.13
163.08
163.1
163.01
163.03
163.07
162.94
162.86
163.08
163.065
162.98
162.94
162.98
163.05
162.99
163.04
162.89
162.82
162.9
162.67
162.62
162.48
162.59
162.62
162.66
162.7
162.72
162.71
162.93
162.88
162.715
162.72
162.64
162.38
162.38
162.35
162.39
162.38
162.39
162.37
162.34
162.305
162.19
162.115
162.3
162.29
162.16
162.31
162.19
162.17
162.23
162.29
162.295
162.39
162.36
162.22
162.2
162.11
162.08
162.1
162.18
162.14
162.26
162.28
162.15
162.12
161.98
162.05
161.98
161.95
161.82
161.77
161.8
161.82
161.8
161.84
161.98
162.04
162.04
161.96
161.845
162.08
162.18
162.145
162.185
162.22
162.31
162.28
162.295
162.2
162.45
160.975
160.4
160.04
160.41
160.41
160.44
160.03
160.47
160.64
160.47
160.4
160.25
160.18
160.28
160.33
160.435
160.51
160.18
160.14
160.15
160.54
160.61
160.52
160.51
160.41
160.61
160.63
160.39
160.72
160.765
160.48
160.29
160.38
160.38
160.34
160.385
160.45
160.33
160.47
160.24
160.09
160.0
160.0
160.09
160.0
159.995
160.17
160.29
160.02
159.94
159.77
159.93
159.86
159.815
159.76
160.08
159.97
159.94
159.88
159.8
159.97
159.92
159.87
159.83
159.83
159.91
159.87
160.06
160.0
159.9
159.88
159.75
159.71
159.86
159.84
159.84
159.91
160.02
160.27
160.09
160.195
160.02
160.02
160.17
160.04
160.01
160.01
159.8
159.72
159.59
159.82
159.835
159.94
160.08
160.05
160.22
160.2
160.03
160.13
160.07
160.01
159.98
159.98
160.02
159.885
159.92
159.89
159.88
159.93
159.88
159.83
159.67
159.74
159.76
159.76
159.75
159.77
159.7
159.52
159.37
159.44
159.41
159.48
159.28
159.3
159.21
159.19
159.08
159.13
158.86
