ISRG
""
""
""
571.01
570.385
570.385
570.425
570.425
570.425
566.95
567.06
566.13
566.13
566.13
565.93
565.93
565.93
565.93
570.4
570.4
570.4
570.4
570.4
570.4
570.4
570.4
570.4
570.4
570.4
570.4
570.12
570.12
570.12
570.12
570.505
570.505
570.505
570.505
570.505
570.505
570.505
570.505
570.16
571.05
571.05
571.05
571.05
571.05
571.05
572.47
573.09
572.74
572.55
572.315
572.43
572.63
572.45
571.79
571.76
573.065
573.065
572.33
572.38
572.275
572.43
572.43
572.85
572.85
572.13
572.215
572.615
572.565
572.1
572.41
572.615
572.45
572.395
572.48
572.48
572.64
573.64
573.64
573.64
573.12
573.12
573.12
573.12
573.12
572.4
572.74
572.54
572.79
572.78
572.78
572.78
572.24
572.48
572.39
572.49
572.49
572.435
572.435
572.84
573.52
574.25
574.45
574.42
574.42
573.86
573.86
574.185
574.185
573.73
574.21
574.21
574.145
574.01
574.01
574.01
573.87
573.48
573.48
573.0
572.99
572.99
572.99
572.99
572.91
572.94
573.05
573.05
573.23
573.145
572.94
572.94
573.11
573.125
573.54
573.54
573.28
573.28
573.2
573.2
572.72
572.99
573.05
573.05
572.665
572.665
572.665
573.03
573.24
573.24
573.24
573.24
573.215
572.97
572.9
573.15
573.15
573.15
572.85
573.15
573.325
573.325
573.325
573.325
573.28
573.28
573.56
573.545
573.5
573.08
573.28
572.94
572.96
573.025
572.965
572.73
572.885
573.06
573.06
573.0
572.84
572.84
573.285
574.12
574.12
574.12
574.815
575.0
575.0
575.0
575.38
574.93
574.665
574.665
574.15
573.93
573.93
573.93
572.64
572.04
572.18
572.18
572.18
572.86
572.86
572.86
572.86
573.34
573.34
573.34
573.685
573.685
573.08
573.08
573.08
573.08
572.815
572.785
572.785
572.66
572.66
573.11
573.11
573.205
573.24
573.35
573.35
572.95
572.905
572.885
572.855
572.8
572.81
572.88
573.29
572.95
572.885
573.49
573.49
573.58
573.5
573.675
573.755
572.87
573.48
573.79
573.64
573.855
573.855
573.96
573.96
574.1
574.1
574.1
574.1
573.99
573.99
573.99
573.99
574.49
574.49
574.49
574.49
574.49
574.26
573.72
573.72
573.57
573.57
573.94
573.94
573.94
574.23
574.23
574.09
574.09
574.09
574.09
574.09
574.215
574.215
574.215
574.215
574.04
574.04
574.32
574.32
574.32
574.61
575.11
574.565
574.565
574.565
574.69
574.7
574.7
574.7
574.7
574.7
574.33
574.33
574.33
574.33
574.33
574.33
573.75
573.78
574.01
573.955
574.23
574.255
574.105
574.105
573.68
573.68
573.68
573.755
573.755
573.755
573.115
573.095
573.455
573.455
573.62
573.62
573.44
573.44
573.33
573.33
572.56
572.56
572.6
572.625
572.48
572.43
572.37
571.94
572.275
572.275
571.905
571.905
571.775
571.7
571.17
571.17
571.17
570.685
571.015
571.015
571.41
570.69
570.79
570.79
570.79
571.53
571.51
571.265
571.6
571.655
571.73
571.73
571.81
571.43
571.35
571.345
571.74
571.39
571.605
571.96
571.69
571.84
571.56
571.81
571.74
571.45
571.49
571.36
570.88
571.16
571.42
571.74
571.385
571.47
571.585
571.42
571.56
571.27
""
""
""
571.89
571.89
571.89
571.89
571.89
571.89
571.89
571.89
571.89
571.89
568.32
