REGN
""
""
""
""
""
396.505
396.505
397.01
397.01
397.01
397.01
397.01
397.01
397.01
397.01
396.845
396.845
396.845
396.845
396.845
397.26
397.26
396.77
396.685
399.12
398.0
398.19
398.19
398.08
398.08
399.09
400.41
399.09
399.09
398.51
398.51
398.51
398.51
402.38
402.38
401.79
401.61
401.09
400.705
401.2
401.935
402.25
402.68
402.405
404.44
404.44
404.64
404.21
404.2
404.2
403.86
404.11
404.4
404.5
404.5
404.5
404.5
404.5
404.5
404.41
404.41
404.41
404.41
404.23
404.59
404.59
403.475
403.475
403.12
403.02
402.43
402.86
402.86
402.86
402.86
402.86
402.86
402.86
402.86
402.86
402.86
402.86
402.86
402.86
403.14
402.94
402.94
404.27
404.27
404.385
404.385
404.385
405.305
405.305
405.305
405.305
405.305
405.305
405.305
405.305
405.305
405.5
405.41
405.41
405.41
405.41
405.41
405.41
405.03
405.03
405.03
404.93
404.93
404.93
405.245
405.245
405.21
404.15
404.15
404.15
404.15
404.15
404.15
404.15
404.15
404.15
403.85
403.85
403.85
403.85
403.85
403.85
403.445
403.445
403.445
403.445
403.445
403.445
403.445
403.445
403.38
403.38
403.38
403.3
403.3
403.3
403.3
403.31
403.31
403.31
403.31
403.31
403.31
403.31
403.5
403.5
403.34
403.34
403.34
403.34
403.34
403.34
403.34
403.34
403.34
403.34
403.34
403.34
403.34
403.285
403.445
403.445
403.445
403.445
403.445
403.445
404.03
404.46
404.46
404.46
404.46
404.46
404.46
404.46
404.46
404.46
404.46
404.46
404.94
404.94
404.94
404.94
404.94
403.955
403.955
403.955
403.955
403.955
402.99
401.68
401.87
401.87
401.42
401.42
401.42
401.42
401.42
402.74
402.74
402.74
402.74
402.74
402.285
402.285
402.285
402.285
402.285
402.545
402.93
402.93
402.93
402.93
402.93
402.205
402.205
402.205
402.205
402.205
402.205
402.205
402.205
402.205
402.205
402.205
402.205
402.205
402.205
403.36
403.36
403.36
403.36
403.54
403.54
403.54
403.54
403.52
403.52
403.52
403.52
403.86
403.86
403.86
403.86
403.86
403.68
403.68
403.68
403.68
403.68
403.8
403.8
403.8
403.8
403.8
402.83
402.83
402.83
402.83
402.83
402.83
402.83
402.83
402.83
402.83
402.83
402.83
402.83
402.83
402.83
402.83
402.83
403.06
403.06
403.06
403.06
403.06
403.06
403.06
403.06
402.95
402.95
402.95
402.95
402.95
402.95
402.95
402.95
402.95
402.95
402.95
402.95
402.95
402.95
402.95
402.95
402.95
402.95
402.95
402.95
402.95
402.95
402.95
402.95
401.55
401.55
401.55
401.55
401.34
401.34
401.34
401.15
401.15
401.15
401.15
401.15
401.15
401.15
401.15
401.15
401.15
401.15
401.15
401.15
401.15
401.15
401.15
401.15
401.15
401.15
401.15
400.53
400.53
400.53
400.94
400.39
400.58
400.525
400.525
400.525
400.525
400.525
400.525
400.525
400.525
400.525
400.06
400.06
400.06
400.06
400.06
400.06
400.06
400.06
400.06
400.06
400.06
401.25
401.25
401.25
401.25
401.49
401.49
401.49
401.49
401.49
401.09
401.09
401.09
401.46
401.52
400.925
400.66
400.46
400.5
400.55
""
""
""
""
""
""
400.68
400.9
400.615
400.615
400.615
400.615
400.615
399.89
399.89
399.89
399.89
