ALXN
137.28
137.28
137.3
137.3
137.35
137.39
137.01
137.01
137.01
137.01
137.46
137.46
137.46
137.46
137.46
137.46
137.46
137.84
137.84
137.84
137.62
137.62
137.62
137.62
137.62
137.19
137.19
137.19
137.19
136.81
136.625
136.62
136.62
136.62
136.62
136.62
136.62
136.46
136.425
136.53
136.53
136.82
136.6
136.6
136.6
136.6
136.72
136.53
136.6
136.6
136.6
136.635
136.635
136.635
136.635
136.51
136.665
136.63
136.685
136.85
136.85
136.96
136.84
136.84
136.685
136.685
136.685
136.685
136.67
136.76
136.76
136.815
136.66
136.675
136.675
136.675
136.675
136.675
136.74
136.74
136.74
136.855
136.91
136.91
136.87
136.82
136.715
136.73
136.71
136.8
136.67
136.67
136.775
136.775
136.66
136.73
136.73
136.73
136.65
136.55
136.58
136.63
136.44
136.44
136.44
136.44
136.33
136.365
136.365
136.365
136.365
136.175
136.175
136.065
136.065
136.065
136.065
136.065
135.585
135.51
135.59
135.31
135.46
135.46
135.46
135.16
135.17
135.145
135.17
135.455
135.49
135.49
135.55
135.52
135.48
135.37
135.37
135.37
135.37
135.37
135.19
135.19
135.26
135.26
135.26
135.26
135.41
135.26
135.26
135.22
135.22
135.215
135.39
135.39
135.54
135.45
135.45
135.36
135.11
135.12
135.09
134.9
134.9
134.905
134.81
134.8
134.795
134.63
134.665
134.58
134.365
134.5
134.5
134.5
134.15
134.265
134.25
134.25
134.47
134.47
134.65
134.65
134.65
134.51
134.52
134.52
134.685
134.62
134.605
134.66
134.655
134.75
134.93
134.965
134.98
134.99
134.99
134.87
134.84
134.81
134.905
134.905
134.9
134.895
134.895
134.89
134.865
134.865
134.84
134.84
134.99
134.88
134.88
134.88
134.88
134.815
134.78
134.78
134.675
134.73
134.73
134.68
134.68
134.87
134.87
134.86
134.86
134.86
134.86
134.86
134.86
134.86
134.81
134.795
134.76
134.73
134.73
134.77
134.8
134.8
134.81
134.91
134.91
134.925
134.895
134.96
134.96
135.02
135.135
135.19
135.13
135.15
135.15
135.15
135.09
135.11
135.09
135.12
135.12
135.11
135.11
135.11
135.42
135.42
135.345
135.3
135.24
135.22
135.22
135.22
135.065
135.065
135.09
135.13
135.13
135.23
135.23
135.23
135.23
135.23
135.25
135.25
135.255
135.24
135.27
135.405
135.405
135.785
135.785
135.69
135.735
135.735
135.735
135.575
135.51
135.51
135.575
135.66
135.44
135.53
135.54
135.73
135.76
135.76
135.765
135.77
135.68
135.68
135.4
135.4
135.4
135.385
135.385
135.23
135.23
135.2
135.2
135.205
135.24
135.3
135.325
135.325
135.325
135.255
135.34
135.34
135.34
135.385
135.38
135.37
135.235
135.11
135.11
135.08
135.08
135.175
135.1
135.0
135.01
135.055
135.055
134.985
134.975
134.92
134.98
134.92
135.1
135.23
135.23
135.21
135.42
135.29
135.27
135.34
135.34
135.32
135.36
135.15
135.16
135.095
135.15
135.25
135.32
135.495
135.4
135.37
135.435
135.425
135.41
135.395
135.555
135.48
135.475
135.535
135.575
135.6
135.68
135.62
135.63
135.575
135.58
135.59
135.61
135.82
135.89
135.87
135.86
135.85
135.91
135.88
""
""
""
""
""
""
""
136.825
136.825
136.765
136.77
136.98
137.13
137.03
136.48
136.28
136.28
136.28
135.84
135.84
135.84
135.53
135.53
135.64
135.64
135.64
135.64
135.56
135.535
135.43
135.2
135.14
135.58
135.58
135.58
135.58
135.58
135.58
135.58
135.58
135.605
135.45
135.185
135.38
135.38
135.5
135.6
135.76
135.76
136.01
136.01
136.01
136.12
136.41
136.41
136.41
136.41
136.41
136.41
136.53
136.61
136.72
136.8
136.8
136.8
137.51
137.49
137.49
137.22
137.22
137.22
137.22
137.22
137.22
137.22
137.22
137.44
137.44
137.61
137.68
137.675
137.63
137.63
137.63
137.63
137.63
137.63
137.53
137.42
137.25
137.07
137.07
137.07
137.07
137.4
137.4
137.4
137.4
137.4
137.47
137.47
137.47
137.47
137.47
137.47
137.04
137.04
137.04
137.04
137.04
137.1
137.01
137.01
137.01
137.01
137.01
137.01
136.94
136.94
136.94
136.94
136.94
136.94
136.94
136.94
136.94
136.94
136.94
136.94
136.81
136.81
136.84
136.92
136.92
136.92
136.92
136.92
136.92
136.92
137.04
137.04
137.04
137.04
137.04
137.24
137.24
137.24
137.23
137.23
137.23
137.4
137.4
137.4
137.405
137.415
137.415
137.43
137.43
137.44
137.44
137.44
137.44
137.44
137.44
137.44
137.44
137.44
137.515
137.67
137.9
137.9
137.9
137.885
137.885
137.905
137.905
137.905
137.905
137.905
137.905
137.905
138.0
137.99
137.97
137.97
137.97
137.97
137.79
137.81
137.81
137.52
137.52
137.34
137.34
137.42
137.43
137.47
137.47
137.47
137.47
137.49
137.49
137.49
137.49
137.59
137.59
137.59
137.67
137.63
137.63
137.63
137.63
137.63
137.63
137.63
137.63
137.63
137.63
137.97
137.97
138.0
137.88
137.88
138.0
138.0
138.0
138.0
137.95
137.935
137.935
137.88
137.88
137.88
137.88
137.88
137.88
137.88
137.88
137.88
137.88
137.88
137.88
